run,year,world,good,price,stock
1,27,Maui-Covenant,core_daten,114.89,26.0
1,27,Maui-Covenant,relikte,142.26,26.0
1,27,Marsim,nahrung,36.44,0.5206894836479989
1,27,Marsim,rohstoffe,36.84,10.5
1,27,Marsim,industrieteile,42.4,152.62781584000004
1,27,Marsim,energie,36.63,10.5
1,27,Marsim,luxus,76.36,28.432000000000002
1,27,Marsim,biotech,84.21,29.4
1,27,Marsim,core_daten,115.23,31.0
1,27,Marsim,relikte,144.79,31.0
1,27,Qom-Riyadh,nahrung,32.31,0.0
1,27,Qom-Riyadh,rohstoffe,28.43,10.0
1,27,Qom-Riyadh,industrieteile,43.64,20.789999999999992
1,27,Qom-Riyadh,energie,66.54,0.0
1,27,Qom-Riyadh,luxus,80.58,50.87499856887021
1,27,Qom-Riyadh,biotech,83.17,26.4
1,27,Qom-Riyadh,core_daten,113.9,156.7383942754809
1,27,Qom-Riyadh,relikte,149.53,28.0
1,27,Bressia,nahrung,21.82,5.857889073919999
1,27,Bressia,rohstoffe,27.04,89.45457919999996
1,27,Bressia,industrieteile,46.16,5.880000000000001
1,27,Bressia,energie,36.78,9.3
1,27,Bressia,luxus,76.95,11.635580000000001
1,27,Bressia,biotech,78.4,21.799999999999997
1,27,Bressia,core_daten,113.5,25.0
1,27,Bressia,relikte,150.78,25.0
1,27,Hebron,nahrung,31.37,0.0
1,27,Hebron,rohstoffe,30.14,9.5
1,27,Hebron,industrieteile,44.7,16.98
1,27,Hebron,energie,59.05,0.0
1,27,Hebron,luxus,79.08,50.64115760000001
1,27,Hebron,biotech,89.7,9.5
1,27,Hebron,core_daten,108.7,26.0
1,27,Hebron,relikte,151.88,26.0
1,27,Hyperion,nahrung,31.12,0.0
1,27,Hyperion,rohstoffe,31.96,38.38484159999999
1,27,Hyperion,industrieteile,49.79,9.1
1,27,Hyperion,energie,71.85,0.0
1,27,Hyperion,luxus,92.64,9.1
1,27,Hyperion,biotech,93.6,16.0
1,27,Hyperion,core_daten,123.74,24.0
1,27,Hyperion,relikte,147.96,43.192420799999994
1,28,Lusus,nahrung,30.59,1.787089073919999
1,28,Lusus,rohstoffe,28.31,10.7
1,28,Lusus,industrieteile,41.69,18.13
1,28,Lusus,energie,52.02,1.3409916479999984
1,28,Lusus,luxus,77.28,117.38134110281057
1,28,Lusus,biotech,83.66,32.0
1,28,Lusus,core_daten,114.68,93.51077406854043
1,28,Lusus,relikte,147.95,32.0
1,28,Tau Ceti,nahrung,20.29,10.3
1,28,Tau Ceti,rohstoffe,29.37,10.5
1,28,Tau Ceti,industrieteile,48.88,10.3
1,28,Tau Ceti,energie,71.01,4.522846728333056
1,28,Tau Ceti,luxus,81.37,25.1584
1,28,Tau Ceti,biotech,78.71,66.59286782534397
1,28,Tau Ceti,core_daten,110.07,30.0
1,28,Tau Ceti,relikte,147.38,30.0
1,28,Maui-Covenant,nahrung,21.56,9.5
1,28,Maui-Covenant,rohstoffe,29.22,9.5
1,28,Maui-Covenant,industrieteile,42.76,11.68999999999999
1,28,Maui-Covenant,energie,59.35,0.0
1,28,Maui-Covenant,luxus,85.51,9.5
1,28,Maui-Covenant,biotech,78.85,90.44970788787198
1,28,Maui-Covenant,core_daten,111.55,26.0
1,28,Maui-Covenant,relikte,143.2,26.0
1,28,Marsim,nahrung,35.35,8.17628907392
1,28,Marsim,rohstoffe,37.16,10.5
1,28,Marsim,industrieteile,41.45,149.9370395872218
1,28,Marsim,energie,37.16,10.5
1,28,Marsim,luxus,76.99,28.432000000000002
1,28,Marsim,biotech,82.58,29.4
1,28,Marsim,core_daten,109.08,31.0
1,28,Marsim,relikte,146.93,31.0
1,28,Qom-Riyadh,nahrung,31.54,0.0
1,28,Qom-Riyadh,rohstoffe,28.01,10.0
1,28,Qom-Riyadh,industrieteile,44.05,20.789999999999992
1,28,Qom-Riyadh,energie,65.66,0.0
1,28,Qom-Riyadh,luxus,80.51,52.004888177740455
1,28,Qom-Riyadh,biotech,83.69,26.4
1,28,Qom-Riyadh,core_daten,114.39,161.2579527109619
1,28,Qom-Riyadh,relikte,141.88,28.0
1,28,Bressia,nahrung,23.08,3.517889073919999
1,28,Bressia,rohstoffe,27.2,86.60729343999995
1,28,Bressia,industrieteile,51.29,9.3
1,28,Bressia,energie,39.19,9.3
1,28,Bressia,luxus,81.14,11.635580000000001
1,28,Bressia,biotech,81.65,21.799999999999997
1,28,Bressia,core_daten,111.14,25.0
1,28,Bressia,relikte,150.12,25.0
1,28,Hebron,nahrung,31.43,0.0
1,28,Hebron,rohstoffe,29.25,9.5
1,28,Hebron,industrieteile,41.53,16.98
1,28,Hebron,energie,59.98,0.0
1,28,Hebron,luxus,75.0,49.38690120000001
1,28,Hebron,biotech,92.45,9.5
1,28,Hebron,core_daten,113.4,26.0
1,28,Hebron,relikte,140.5,26.0
1,28,Hyperion,nahrung,33.88,0.5206894836479989
1,28,Hyperion,rohstoffe,32.0,39.711670280380304
1,28,Hyperion,industrieteile,50.32,9.1
1,28,Hyperion,energie,68.89,0.0
1,28,Hyperion,luxus,90.83,9.1
1,28,Hyperion,biotech,101.27,16.0
1,28,Hyperion,core_daten,125.66,24.0
1,28,Hyperion,relikte,150.54,43.85583514019015
1,29,Lusus,nahrung,44.59,8.16548907392
1,29,Lusus,rohstoffe,30.31,10.7
1,29,Lusus,industrieteile,40.84,18.13
1,29,Lusus,energie,78.36,0.0
1,29,Lusus,luxus,73.58,117.96920315298708
1,29,Lusus,biotech,85.68,32.0
1,29,Lusus,core_daten,114.18,95.61468210199143
1,29,Lusus,relikte,139.47,32.0
1,29,Tau Ceti,nahrung,20.84,10.3
1,29,Tau Ceti,rohstoffe,28.05,10.5
1,29,Tau Ceti,industrieteile,46.73,10.3
1,29,Tau Ceti,energie,47.49,1.7228467283330557
1,29,Tau Ceti,luxus,77.55,25.1584
1,29,Tau Ceti,biotech,86.1,68.21534452777917
1,29,Tau Ceti,core_daten,119.81,30.0
1,29,Tau Ceti,relikte,152.9,30.0
1,29,Maui-Covenant,nahrung,19.89,9.5
1,29,Maui-Covenant,rohstoffe,28.12,9.5
1,29,Maui-Covenant,industrieteile,45.51,11.68999999999999
1,29,Maui-Covenant,energie,55.66,0.0
1,29,Maui-Covenant,luxus,86.57,9.5
1,29,Maui-Covenant,biotech,78.74,92.83174586918398
1,29,Maui-Covenant,core_daten,119.73,26.0
1,29,Maui-Covenant,relikte,136.45,26.0
1,29,Marsim,nahrung,24.41,4.57628907392
1,29,Marsim,rohstoffe,36.45,10.5
1,29,Marsim,industrieteile,40.4,150.63452540289447
1,29,Marsim,energie,35.38,10.5
1,29,Marsim,luxus,82.14,28.432000000000002
1,29,Marsim,biotech,81.93,29.4
1,29,Marsim,core_daten,108.06,31.0
1,29,Marsim,relikte,143.72,31.0
1,29,Qom-Riyadh,nahrung,33.87,0.0
1,29,Qom-Riyadh,rohstoffe,27.82,10.0
1,29,Qom-Riyadh,industrieteile,43.27,20.789999999999992
1,29,Qom-Riyadh,energie,63.76,0.0
1,29,Qom-Riyadh,luxus,75.11,53.1217097866107
1,29,Qom-Riyadh,biotech,84.6,26.4
1,29,Qom-Riyadh,core_daten,114.63,165.72523914644287
1,29,Qom-Riyadh,relikte,139.59,28.0
1,29,Bressia,nahrung,23.79,1.1778890739199985
1,29,Bressia,rohstoffe,26.06,83.76000767999994
1,29,Bressia,industrieteile,47.44,9.3
1,29,Bressia,energie,37.91,9.3
1,29,Bressia,luxus,76.67,11.635580000000001
1,29,Bressia,biotech,77.4,20.199999999999996
1,29,Bressia,core_daten,115.31,25.0
1,29,Bressia,relikte,151.41,25.0
1,29,Hebron,nahrung,33.38,0.0
1,29,Hebron,rohstoffe,29.36,9.5
1,29,Hebron,industrieteile,40.55,16.98
1,29,Hebron,energie,56.49,0.0
1,29,Hebron,luxus,81.85,50.68582480000001
1,29,Hebron,biotech,89.0,9.5
1,29,Hebron,core_daten,117.62,26.0
1,29,Hebron,relikte,133.05,26.0
1,29,Hyperion,nahrung,35.54,0.48990680974079837
1,29,Hyperion,rohstoffe,32.62,41.02327816076062
1,29,Hyperion,industrieteile,55.75,9.1
1,29,Hyperion,energie,78.74,4.503803969403622
1,29,Hyperion,luxus,94.42,9.1
1,29,Hyperion,biotech,92.04,16.0
1,29,Hyperion,core_daten,141.23,24.0
1,29,Hyperion,relikte,157.27,44.511639080380306
1,30,Lusus,nahrung,28.84,1.7654890739199995
1,30,Lusus,rohstoffe,27.67,10.7
1,30,Lusus,industrieteile,44.78,18.13
1,30,Lusus,energie,72.58,4.503803969403622
1,30,Lusus,luxus,74.65,121.08641574846304
1,30,Lusus,biotech,80.21,32.0
1,30,Lusus,core_daten,113.12,97.69282383230875
1,30,Lusus,relikte,135.64,32.0
1,30,Tau Ceti,nahrung,20.95,10.3
1,30,Tau Ceti,rohstoffe,28.64,10.5
1,30,Tau Ceti,industrieteile,48.33,10.3
1,30,Tau Ceti,energie,66.93,0.0
1,30,Tau Ceti,luxus,81.08,25.1584
1,30,Tau Ceti,biotech,84.28,69.83782123021436
1,30,Tau Ceti,core_daten,117.9,30.0
1,30,Tau Ceti,relikte,141.69,30.0
1,30,Maui-Covenant,nahrung,21.54,9.5
1,30,Maui-Covenant,rohstoffe,28.46,9.5
1,30,Maui-Covenant,industrieteile,44.71,11.68999999999999
1,30,Maui-Covenant,energie,55.69,0.0
1,30,Maui-Covenant,luxus,88.14,9.5
1,30,Maui-Covenant,biotech,85.57,95.20190385049598
1,30,Maui-Covenant,core_daten,112.74,26.0
1,30,Maui-Covenant,relikte,145.71,26.0
1,30,Marsim,nahrung,28.67,0.9762890739200003
1,30,Marsim,rohstoffe,37.38,10.5
1,30,Marsim,industrieteile,39.75,153.04201121856715
1,30,Marsim,energie,40.05,10.5
1,30,Marsim,luxus,76.0,28.432000000000002
1,30,Marsim,biotech,78.33,29.4
1,30,Marsim,core_daten,106.87,31.0
1,30,Marsim,relikte,140.29,31.0
1,30,Qom-Riyadh,nahrung,33.48,0.48990680974079837
1,30,Qom-Riyadh,rohstoffe,27.13,10.0
1,30,Qom-Riyadh,industrieteile,40.66,20.789999999999992
1,30,Qom-Riyadh,energie,68.56,0.0
1,30,Qom-Riyadh,luxus,75.25,54.22546339548095
1,30,Qom-Riyadh,biotech,76.72,26.4
1,30,Qom-Riyadh,core_daten,113.02,170.14025358192387
1,30,Qom-Riyadh,relikte,146.65,28.0
1,30,Bressia,nahrung,32.54,0.0
1,30,Bressia,rohstoffe,29.87,80.91272191999994
1,30,Bressia,industrieteile,43.66,7.590000000000001
1,30,Bressia,energie,41.37,9.3
1,30,Bressia,luxus,84.26,11.635580000000001
1,30,Bressia,biotech,76.43,18.599999999999994
1,30,Bressia,core_daten,106.12,25.0
1,30,Bressia,relikte,146.61,25.0
1,30,Hebron,nahrung,32.24,0.0
1,30,Hebron,rohstoffe,28.43,9.5
1,30,Hebron,industrieteile,41.06,16.98
1,30,Hebron,energie,62.42,0.0
1,30,Hebron,luxus,74.04,49.40192840000002
1,30,Hebron,biotech,95.3,9.5
1,30,Hebron,core_daten,123.47,26.0
1,30,Hebron,relikte,137.54,26.0
1,30,Hyperion,nahrung,34.42,8.15468907392
1,30,Hyperion,rohstoffe,35.75,42.320102620307196
1,30,Hyperion,industrieteile,49.65,9.1
1,30,Hyperion,energie,56.76,2.8238039694036217
1,30,Hyperion,luxus,103.35,9.1
1,30,Hyperion,biotech,100.92,16.0
1,30,Hyperion,core_daten,130.45,24.0
1,30,Hyperion,relikte,169.53,45.1600513101536
2,1,Lusus,nahrung,20.8,25.6
2,1,Lusus,rohstoffe,26.78,32.0
2,1,Lusus,industrieteile,40.68,32.0
2,1,Lusus,energie,39.96,28.8
2,1,Lusus,luxus,78.66,35.084672
2,1,Lusus,biotech,80.52,32.0
2,1,Lusus,core_daten,105.72,34.056448
2,1,Lusus,relikte,144.59,32.0
2,1,Tau Ceti,nahrung,20.51,36.135936
2,1,Tau Ceti,rohstoffe,28.72,30.0
2,1,Tau Ceti,industrieteile,46.3,27.2
2,1,Tau Ceti,energie,37.89,27.2
2,1,Tau Ceti,luxus,78.59,30.0
2,1,Tau Ceti,biotech,84.28,31.533984
2,1,Tau Ceti,core_daten,115.53,30.0
2,1,Tau Ceti,relikte,145.39,30.0
2,1,Maui-Covenant,nahrung,20.76,28.07872
2,1,Maui-Covenant,rohstoffe,29.98,26.0
2,1,Maui-Covenant,industrieteile,43.99,26.0
2,1,Maui-Covenant,energie,38.84,24.5
2,1,Maui-Covenant,luxus,75.96,25.0
2,1,Maui-Covenant,biotech,84.98,28.286592
2,1,Maui-Covenant,core_daten,111.18,26.0
2,1,Maui-Covenant,relikte,151.6,26.0
2,1,Marsim,nahrung,20.19,27.4
2,1,Marsim,rohstoffe,28.42,25.0
2,1,Marsim,industrieteile,41.18,36.01584
2,1,Marsim,energie,35.46,34.009504
2,1,Marsim,luxus,82.77,31.0
2,1,Marsim,biotech,81.77,31.0
2,1,Marsim,core_daten,108.38,31.0
2,1,Marsim,relikte,150.64,31.0
2,1,Qom-Riyadh,nahrung,21.43,25.6
2,1,Qom-Riyadh,rohstoffe,28.61,28.0
2,1,Qom-Riyadh,industrieteile,40.19,28.0
2,1,Qom-Riyadh,energie,39.3,25.6
2,1,Qom-Riyadh,luxus,75.22,29.112672
2,1,Qom-Riyadh,biotech,85.47,28.0
2,1,Qom-Riyadh,core_daten,111.91,32.450688
2,1,Qom-Riyadh,relikte,146.79,28.0
2,1,Bressia,nahrung,20.96,22.66
2,1,Bressia,rohstoffe,28.78,27.631872
2,1,Bressia,industrieteile,46.74,23.29
2,1,Bressia,energie,36.98,26.151444
2,1,Bressia,luxus,73.75,25.0
2,1,Bressia,biotech,83.43,25.0
2,1,Bressia,core_daten,113.56,25.0
2,1,Bressia,relikte,140.39,25.0
2,1,Hebron,nahrung,20.56,23.8
2,1,Hebron,rohstoffe,29.27,26.0
2,1,Hebron,industrieteile,42.71,26.0
2,1,Hebron,energie,39.07,24.2
2,1,Hebron,luxus,75.94,27.12996
2,1,Hebron,biotech,81.72,24.4
2,1,Hebron,core_daten,108.15,26.0
2,1,Hebron,relikte,149.85,26.0
2,1,Hyperion,nahrung,22.3,22.56
2,1,Hyperion,rohstoffe,30.45,25.175552
2,1,Hyperion,industrieteile,46.19,24.0
2,1,Hyperion,energie,38.53,22.32
2,1,Hyperion,luxus,78.09,22.432
2,1,Hyperion,biotech,88.31,24.0
2,1,Hyperion,core_daten,108.51,24.0
2,1,Hyperion,relikte,137.82,24.587776
2,2,Lusus,nahrung,22.88,19.200000000000003
2,2,Lusus,rohstoffe,29.86,32.0
2,2,Lusus,industrieteile,40.89,32.0
2,2,Lusus,energie,38.06,25.6
2,2,Lusus,luxus,75.18,38.169343999999995
2,2,Lusus,biotech,83.26,32.0
2,2,Lusus,core_daten,119.26,36.112896000000006
2,2,Lusus,relikte,139.3,32.0
2,2,Tau Ceti,nahrung,21.5,42.271872
2,2,Tau Ceti,rohstoffe,27.72,30.0
2,2,Tau Ceti,industrieteile,41.5,24.4
2,2,Tau Ceti,energie,39.8,24.4
2,2,Tau Ceti,luxus,77.14,30.0
2,2,Tau Ceti,biotech,78.08,33.067968
2,2,Tau Ceti,core_daten,111.7,30.0
2,2,Tau Ceti,relikte,140.03,30.0
2,2,Maui-Covenant,nahrung,20.58,30.15744
2,2,Maui-Covenant,rohstoffe,28.29,26.0
2,2,Maui-Covenant,industrieteile,42.31,26.0
2,2,Maui-Covenant,energie,38.54,23.0
2,2,Maui-Covenant,luxus,78.01,24.0
2,2,Maui-Covenant,biotech,77.38,30.573183999999998
2,2,Maui-Covenant,core_daten,106.83,26.0
2,2,Maui-Covenant,relikte,138.14,26.0
2,2,Marsim,nahrung,21.39,23.799999999999997
2,2,Marsim,rohstoffe,30.14,19.0
2,2,Marsim,industrieteile,44.26,41.031679999999994
2,2,Marsim,energie,37.45,37.019008
2,2,Marsim,luxus,80.8,31.0
2,2,Marsim,biotech,86.61,31.0
2,2,Marsim,core_daten,106.29,31.0
2,2,Marsim,relikte,135.96,31.0
2,2,Qom-Riyadh,nahrung,20.21,23.200000000000003
2,2,Qom-Riyadh,rohstoffe,28.05,28.0
2,2,Qom-Riyadh,industrieteile,43.13,28.0
2,2,Qom-Riyadh,energie,39.62,23.200000000000003
2,2,Qom-Riyadh,luxus,77.23,30.225344
2,2,Qom-Riyadh,biotech,86.57,28.0
2,2,Qom-Riyadh,core_daten,105.25,36.901376
2,2,Qom-Riyadh,relikte,151.46,28.0
2,2,Bressia,nahrung,20.05,20.32
2,2,Bressia,rohstoffe,30.5,30.263744000000003
2,2,Bressia,industrieteile,39.93,21.58
2,2,Bressia,energie,40.85,27.302888000000003
2,2,Bressia,luxus,82.85,25.0
2,2,Bressia,biotech,89.55,25.0
2,2,Bressia,core_daten,114.61,25.0
2,2,Bressia,relikte,136.59,25.0
2,2,Hebron,nahrung,23.1,21.6
2,2,Hebron,rohstoffe,28.17,26.0
2,2,Hebron,industrieteile,39.34,26.0
2,2,Hebron,energie,39.01,22.4
2,2,Hebron,luxus,78.75,28.234336
2,2,Hebron,biotech,83.85,22.799999999999997
2,2,Hebron,core_daten,105.34,26.0
2,2,Hebron,relikte,134.91,26.0
2,2,Hyperion,nahrung,21.41,21.119999999999997
2,2,Hyperion,rohstoffe,28.22,26.351104
2,2,Hyperion,industrieteile,39.73,24.0
2,2,Hyperion,energie,37.83,20.64
2,2,Hyperion,luxus,84.19,20.863999999999997
2,2,Hyperion,biotech,85.28,24.0
2,2,Hyperion,core_daten,112.31,24.0
2,2,Hyperion,relikte,142.61,25.175552000000003
2,3,Lusus,nahrung,21.22,12.800000000000002
2,3,Lusus,rohstoffe,27.02,32.0
2,3,Lusus,industrieteile,41.09,32.0
2,3,Lusus,energie,36.3,22.400000000000002
2,3,Lusus,luxus,79.48,41.49334399999999
2,3,Lusus,biotech,85.8,32.0
2,3,Lusus,core_daten,114.6,38.32889600000001
2,3,Lusus,relikte,150.93,32.0
2,3,Tau Ceti,nahrung,20.85,48.883872000000004
2,3,Tau Ceti,rohstoffe,30.19,30.0
2,3,Tau Ceti,industrieteile,45.93,21.599999999999998
2,3,Tau Ceti,energie,39.16,21.599999999999998
2,3,Tau Ceti,luxus,81.95,30.0
2,3,Tau Ceti,biotech,82.2,34.720968
2,3,Tau Ceti,core_daten,112.65,30.0
2,3,Tau Ceti,relikte,141.75,30.0
2,3,Maui-Covenant,nahrung,20.5,32.39744
2,3,Maui-Covenant,rohstoffe,28.56,26.0
2,3,Maui-Covenant,industrieteile,41.1,26.0
2,3,Maui-Covenant,energie,37.14,21.5
2,3,Maui-Covenant,luxus,78.19,23.0
2,3,Maui-Covenant,biotech,77.14,33.037183999999996
2,3,Maui-Covenant,core_daten,110.23,26.0
2,3,Maui-Covenant,relikte,153.04,26.0
2,3,Marsim,nahrung,21.17,20.199999999999996
2,3,Marsim,rohstoffe,32.29,13.0
2,3,Marsim,industrieteile,40.26,46.436679999999996
2,3,Marsim,energie,37.02,40.262008
2,3,Marsim,luxus,81.17,31.0
2,3,Marsim,biotech,84.8,31.0
2,3,Marsim,core_daten,116.06,31.0
2,3,Marsim,relikte,141.59,31.0
2,3,Qom-Riyadh,nahrung,20.7,20.800000000000004
2,3,Qom-Riyadh,rohstoffe,29.67,28.0
2,3,Qom-Riyadh,industrieteile,41.94,28.0
2,3,Qom-Riyadh,energie,40.51,20.800000000000004
2,3,Qom-Riyadh,luxus,80.22,31.424343999999998
2,3,Qom-Riyadh,biotech,77.62,28.0
2,3,Qom-Riyadh,core_daten,112.07,41.697376
2,3,Qom-Riyadh,relikte,142.97,28.0
2,3,Bressia,nahrung,22.0,17.98
2,3,Bressia,rohstoffe,31.3,33.396544000000006
2,3,Bressia,industrieteile,42.36,19.869999999999997
2,3,Bressia,energie,37.55,28.673488000000003
2,3,Bressia,luxus,78.01,25.0
2,3,Bressia,biotech,90.5,25.0
2,3,Bressia,core_daten,115.23,25.0
2,3,Bressia,relikte,152.42,25.0
2,3,Hebron,nahrung,20.65,19.400000000000002
2,3,Hebron,rohstoffe,29.45,26.0
2,3,Hebron,industrieteile,43.46,26.0
2,3,Hebron,energie,39.6,20.599999999999998
2,3,Hebron,luxus,74.15,29.581136
2,3,Hebron,biotech,89.79,21.199999999999996
2,3,Hebron,core_daten,112.98,26.0
2,3,Hebron,relikte,133.79,26.0
2,3,Hyperion,nahrung,19.74,19.679999999999996
2,3,Hyperion,rohstoffe,28.46,27.784703999999998
2,3,Hyperion,industrieteile,45.81,24.0
2,3,Hyperion,energie,41.97,18.96
2,3,Hyperion,luxus,85.27,19.295999999999996
2,3,Hyperion,biotech,83.85,24.0
2,3,Hyperion,core_daten,119.98,24.0
2,3,Hyperion,relikte,159.07,25.892352000000002
2,4,Lusus,nahrung,23.37,10.7
2,4,Lusus,rohstoffe,30.24,32.0
2,4,Lusus,industrieteile,43.39,32.0
2,4,Lusus,energie,37.73,19.200000000000003
2,4,Lusus,luxus,75.87,44.81734399999999
2,4,Lusus,biotech,78.93,32.0
2,4,Lusus,core_daten,112.38,40.54489600000001
2,4,Lusus,relikte,144.05,32.0
2,4,Tau Ceti,nahrung,20.06,55.495872000000006
2,4,Tau Ceti,rohstoffe,29.58,30.0
2,4,Tau Ceti,industrieteile,44.97,18.799999999999997
2,4,Tau Ceti,energie,37.35,18.799999999999997
2,4,Tau Ceti,luxus,78.7,30.0
2,4,Tau Ceti,biotech,77.33,36.373968
2,4,Tau Ceti,core_daten,107.03,30.0
2,4,Tau Ceti,relikte,137.3,30.0
2,4,Maui-Covenant,nahrung,19.93,30.337440000000008
2,4,Maui-Covenant,rohstoffe,28.73,26.0
2,4,Maui-Covenant,industrieteile,42.36,26.0
2,4,Maui-Covenant,energie,36.01,20.0
2,4,Maui-Covenant,luxus,84.61,22.0
2,4,Maui-Covenant,biotech,76.48,35.501183999999995
2,4,Maui-Covenant,core_daten,108.36,26.0
2,4,Maui-Covenant,relikte,141.08,26.0
2,4,Marsim,nahrung,20.47,16.599999999999994
2,4,Marsim,rohstoffe,34.22,10.5
2,4,Marsim,industrieteile,43.44,51.84168
2,4,Marsim,energie,36.35,43.505008000000004
2,4,Marsim,luxus,79.37,31.0
2,4,Marsim,biotech,77.69,31.0
2,4,Marsim,core_daten,110.54,31.0
2,4,Marsim,relikte,153.83,31.0
2,4,Qom-Riyadh,nahrung,20.12,18.400000000000006
2,4,Qom-Riyadh,rohstoffe,29.53,28.0
2,4,Qom-Riyadh,industrieteile,44.56,28.0
2,4,Qom-Riyadh,energie,36.66,18.400000000000006
2,4,Qom-Riyadh,luxus,75.01,32.623343999999996
2,4,Qom-Riyadh,biotech,84.89,28.0
2,4,Qom-Riyadh,core_daten,119.3,46.493376
2,4,Qom-Riyadh,relikte,137.32,28.0
2,4,Bressia,nahrung,20.61,15.64
2,4,Bressia,rohstoffe,26.38,36.52934400000001
2,4,Bressia,industrieteile,47.57,18.159999999999997
2,4,Bressia,energie,36.26,30.044088000000002
2,4,Bressia,luxus,83.54,25.0
2,4,Bressia,biotech,91.27,25.0
2,4,Bressia,core_daten,105.16,25.0
2,4,Bressia,relikte,158.34,25.0
2,4,Hebron,nahrung,23.0,17.200000000000003
2,4,Hebron,rohstoffe,29.08,26.0
2,4,Hebron,industrieteile,42.22,26.0
2,4,Hebron,energie,35.9,18.799999999999997
2,4,Hebron,luxus,84.65,30.927936000000003
2,4,Hebron,biotech,79.15,19.599999999999994
2,4,Hebron,core_daten,117.75,26.0
2,4,Hebron,relikte,133.32,26.0
2,4,Hyperion,nahrung,21.28,18.239999999999995
2,4,Hyperion,rohstoffe,26.17,25.718303999999996
2,4,Hyperion,industrieteile,46.29,24.0
2,4,Hyperion,energie,37.27,17.28
2,4,Hyperion,luxus,76.49,17.727999999999994
2,4,Hyperion,biotech,88.9,24.0
2,4,Hyperion,core_daten,103.33,24.0
2,4,Hyperion,relikte,153.38,26.609152
2,5,Lusus,nahrung,24.85,10.7
2,5,Lusus,rohstoffe,29.83,32.0
2,5,Lusus,industrieteile,43.96,32.0
2,5,Lusus,energie,39.24,16.000000000000004
2,5,Lusus,luxus,79.01,48.14134399999999
2,5,Lusus,biotech,86.11,32.0
2,5,Lusus,core_daten,119.41,42.76089600000001
2,5,Lusus,relikte,152.82,32.0
2,5,Tau Ceti,nahrung,19.79,56.10787200000001
2,5,Tau Ceti,rohstoffe,27.82,24.0
2,5,Tau Ceti,industrieteile,44.71,15.999999999999996
2,5,Tau Ceti,energie,37.49,15.999999999999996
2,5,Tau Ceti,luxus,81.38,30.0
2,5,Tau Ceti,biotech,76.82,38.026968
2,5,Tau Ceti,core_daten,118.22,30.0
2,5,Tau Ceti,relikte,146.6,30.0
2,5,Maui-Covenant,nahrung,21.11,32.17744000000001
2,5,Maui-Covenant,rohstoffe,28.17,26.0
2,5,Maui-Covenant,industrieteile,45.15,26.0
2,5,Maui-Covenant,energie,38.7,18.5
2,5,Maui-Covenant,luxus,84.6,21.0
2,5,Maui-Covenant,biotech,85.8,37.965183999999994
2,5,Maui-Covenant,core_daten,115.59,26.0
2,5,Maui-Covenant,relikte,154.47,26.0
2,5,Marsim,nahrung,21.79,12.999999999999995
2,5,Marsim,rohstoffe,36.57,10.5
2,5,Marsim,industrieteile,44.36,57.24668
2,5,Marsim,energie,37.51,46.748008000000006
2,5,Marsim,luxus,76.78,31.0
2,5,Marsim,biotech,83.47,31.0
2,5,Marsim,core_daten,112.25,31.0
2,5,Marsim,relikte,138.02,31.0
2,5,Qom-Riyadh,nahrung,22.31,16.000000000000007
2,5,Qom-Riyadh,rohstoffe,28.47,28.0
2,5,Qom-Riyadh,industrieteile,45.3,28.0
2,5,Qom-Riyadh,energie,39.11,16.000000000000007
2,5,Qom-Riyadh,luxus,83.02,33.822343999999994
2,5,Qom-Riyadh,biotech,79.5,28.0
2,5,Qom-Riyadh,core_daten,108.06,51.289376
2,5,Qom-Riyadh,relikte,145.72,28.0
2,5,Bressia,nahrung,22.96,13.3
2,5,Bressia,rohstoffe,30.74,39.66214400000001
2,5,Bressia,industrieteile,46.53,16.449999999999996
2,5,Bressia,energie,35.52,31.414688
2,5,Bressia,luxus,78.18,25.0
2,5,Bressia,biotech,76.28,25.0
2,5,Bressia,core_daten,111.88,25.0
2,5,Bressia,relikte,159.6,25.0
2,5,Hebron,nahrung,20.76,15.000000000000004
2,5,Hebron,rohstoffe,29.57,26.0
2,5,Hebron,industrieteile,43.75,26.0
2,5,Hebron,energie,35.91,16.999999999999996
2,5,Hebron,luxus,81.51,32.274736000000004
2,5,Hebron,biotech,78.36,17.999999999999993
2,5,Hebron,core_daten,105.99,26.0
2,5,Hebron,relikte,147.7,26.0
2,5,Hyperion,nahrung,19.66,16.799999999999994
2,5,Hyperion,rohstoffe,31.01,27.118303999999995
2,5,Hyperion,industrieteile,42.19,24.0
2,5,Hyperion,energie,39.57,15.600000000000001
2,5,Hyperion,luxus,88.77,16.159999999999993
2,5,Hyperion,biotech,75.73,24.0
2,5,Hyperion,core_daten,123.76,24.0
2,5,Hyperion,relikte,132.46,27.309152
2,6,Lusus,nahrung,25.92,10.7
2,6,Lusus,rohstoffe,30.21,32.0
2,6,Lusus,industrieteile,41.89,32.0
2,6,Lusus,energie,42.13,12.800000000000004
2,6,Lusus,luxus,79.84,51.46534399999999
2,6,Lusus,biotech,81.32,32.0
2,6,Lusus,core_daten,107.48,44.97689600000001
2,6,Lusus,relikte,139.93,32.0
2,6,Tau Ceti,nahrung,20.4,55.619872
2,6,Tau Ceti,rohstoffe,27.95,24.0
2,6,Tau Ceti,industrieteile,45.08,13.199999999999996
2,6,Tau Ceti,energie,41.09,13.199999999999996
2,6,Tau Ceti,luxus,77.47,30.0
2,6,Tau Ceti,biotech,82.7,39.679967999999995
