run,seed,year,events,event_count,core_signal,ouster_threat,templar_access,trade_log_excerpt
4,10,24,keine,0,1.064,1.0,0.0,"nahrung: Maui-Covenant -> Lusus (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Tau Ceti -> Hebron (0.6 u, kosten 7.0)"
4,10,25,TechnoCore-Prognosefehler erhöht Marktvolatilität,1,1.208,1.0,0.0,"nahrung: Tau Ceti -> Bressia (6.0 u, kosten 7.0) | nahrung: Maui-Covenant -> Bressia (2.2 u, kosten 7.0) | nahrung: Tau Ceti -> Qom-Riyadh (0.6 u, kosten 1.0)"
4,10,26,keine,0,1.208,1.0,0.0,"nahrung: Maui-Covenant -> Lusus (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Tau Ceti -> Hyperion (0.5 u, kosten 7.0)"
4,10,27,keine,0,1.064,1.0,0.0,"nahrung: Tau Ceti -> Marsim (6.0 u, kosten 1.0) | nahrung: Maui-Covenant -> Marsim (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Qom-Riyadh (0.5 u, kosten 1.0)"
4,10,28,Farcaster-Störung trifft Kernwelten,1,1.064,1.0,0.0,"nahrung: Maui-Covenant -> Lusus (2.2 u, kosten 6.9) | nahrung: Tau Ceti -> Lusus (6.0 u, kosten 6.9) | nahrung: Tau Ceti -> Qom-Riyadh (0.5 u, kosten 6.9)"
4,10,29,Politische Sanktionen gegen Tau Ceti,1,1.064,1.0,0.0,"nahrung: Maui-Covenant -> Hebron (2.2 u, kosten 10.5) | energie: Marsim -> Lusus (3.1 u, kosten 6.9) | energie: Bressia -> Lusus (1.4 u, kosten 10.5)"
4,10,30,TechnoCore optimiert Handelsnetz temporär,1,1.032,1.0,0.0,"nahrung: Maui-Covenant -> Lusus (2.2 u, kosten 0.2) | rohstoffe: Bressia -> Marsim (6.0 u, kosten 5.8) | rohstoffe: Hyperion -> Marsim (4.5 u, kosten 5.8)"
5,11,1,keine,0,1.064,1.0,0.0,kein Handel
5,11,2,Farcaster-Störung trifft Kernwelten,1,1.064,1.0,0.0,kein Handel
5,11,3,Politische Sanktionen gegen Hebron,1,1.064,1.0,0.0,kein Handel
5,11,4,keine,0,1.064,1.0,0.0,"nahrung: Qom-Riyadh -> Lusus (4.3 u, kosten 1.0) | rohstoffe: Tau Ceti -> Marsim (3.5 u, kosten 1.0)"
5,11,5,keine,0,1.064,1.0,0.0,"nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Marsim -> Lusus (0.4 u, kosten 1.0) | rohstoffe: Maui-Covenant -> Marsim (6.0 u, kosten 1.0)"
5,11,6,keine,0,1.064,1.0,0.0,"nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Maui-Covenant -> Lusus (0.4 u, kosten 1.0) | rohstoffe: Hyperion -> Marsim (6.0 u, kosten 7.0)"
5,11,7,Pilgerströme Richtung Hyperion,1,1.064,1.0,0.0,"nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Maui-Covenant -> Lusus (0.4 u, kosten 1.0) | rohstoffe: Bressia -> Marsim (6.0 u, kosten 7.0)"
5,11,8,TechnoCore optimiert Handelsnetz temporär,1,1.032,1.0,0.0,"nahrung: Tau Ceti -> Marsim (6.0 u, kosten 0.2) | nahrung: Maui-Covenant -> Marsim (2.7 u, kosten 0.2) | nahrung: Tau Ceti -> Lusus (6.0 u, kosten 0.2)"
5,11,9,keine,0,1.032,1.0,0.0,"nahrung: Tau Ceti -> Lusus (6.0 u, kosten 0.2) | nahrung: Maui-Covenant -> Lusus (0.4 u, kosten 0.2) | nahrung: Tau Ceti -> Marsim (3.6 u, kosten 0.2)"
5,11,10,keine,0,1.064,1.0,0.0,"nahrung: Maui-Covenant -> Lusus (6.0 u, kosten 1.0) | nahrung: Tau Ceti -> Lusus (0.4 u, kosten 1.0) | nahrung: Maui-Covenant -> Marsim (3.6 u, kosten 1.0)"
5,11,11,TechnoCore optimiert Handelsnetz temporär,1,1.032,1.0,0.0,"nahrung: Tau Ceti -> Bressia (6.0 u, kosten 5.8) | nahrung: Maui-Covenant -> Bressia (3.3 u, kosten 5.8) | nahrung: Tau Ceti -> Lusus (6.0 u, kosten 0.2)"
5,11,12,keine,0,1.032,1.0,0.0,"nahrung: Tau Ceti -> Hebron (6.0 u, kosten 5.8) | nahrung: Maui-Covenant -> Hebron (3.5 u, kosten 5.8) | nahrung: Tau Ceti -> Lusus (6.0 u, kosten 0.2)"
5,11,13,keine,0,1.064,1.0,0.0,"nahrung: Maui-Covenant -> Lusus (6.0 u, kosten 1.0) | nahrung: Tau Ceti -> Lusus (0.4 u, kosten 1.0) | nahrung: Maui-Covenant -> Marsim (3.6 u, kosten 1.0)"
5,11,14,keine,0,1.064,1.0,0.0,"nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Maui-Covenant -> Lusus (0.4 u, kosten 1.0) | nahrung: Tau Ceti -> Marsim (3.6 u, kosten 1.0)"
5,11,15,Pilgerströme Richtung Hyperion,1,1.064,1.0,0.0,"nahrung: Maui-Covenant -> Bressia (6.0 u, kosten 7.0) | nahrung: Tau Ceti -> Bressia (3.3 u, kosten 7.0) | nahrung: Maui-Covenant -> Lusus (5.4 u, kosten 1.0)"
5,11,16,Pilgerströme Richtung Hyperion,1,1.064,1.0,0.0,"nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Maui-Covenant -> Lusus (0.4 u, kosten 1.0) | nahrung: Tau Ceti -> Marsim (3.6 u, kosten 1.0)"
5,11,17,Politische Sanktionen gegen Bressia,1,1.064,1.0,0.0,"nahrung: Tau Ceti -> Hebron (6.0 u, kosten 7.0) | nahrung: Maui-Covenant -> Hebron (3.5 u, kosten 7.0) | nahrung: Tau Ceti -> Hyperion (6.0 u, kosten 7.0)"
5,11,18,keine,0,1.064,1.0,0.0,"nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Maui-Covenant -> Lusus (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Marsim (0.6 u, kosten 1.0)"
5,11,19,keine,0,1.064,1.0,0.0,"nahrung: Tau Ceti -> Bressia (6.0 u, kosten 7.0) | nahrung: Maui-Covenant -> Bressia (2.2 u, kosten 7.0) | nahrung: Tau Ceti -> Marsim (0.6 u, kosten 1.0)"
5,11,20,keine,0,1.064,1.0,0.0,"nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Maui-Covenant -> Lusus (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Marsim (0.6 u, kosten 1.0)"
5,11,21,keine,0,1.064,1.0,0.0,"nahrung: Tau Ceti -> Marsim (6.0 u, kosten 1.0) | nahrung: Maui-Covenant -> Marsim (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Qom-Riyadh (0.6 u, kosten 1.0)"
5,11,22,keine,0,1.064,1.0,0.0,"nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Maui-Covenant -> Lusus (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Qom-Riyadh (0.6 u, kosten 1.0)"
5,11,23,Weltenbaum-Sonderroute verfügbar,1,1.064,1.0,0.9,"nahrung: Tau Ceti -> Qom-Riyadh (6.0 u, kosten 1.0) | nahrung: Maui-Covenant -> Qom-Riyadh (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Hyperion (0.6 u, kosten 7.0)"
5,11,24,keine,0,1.064,1.0,0.0,"nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Maui-Covenant -> Lusus (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Marsim (0.5 u, kosten 1.0)"
5,11,25,Weltenbaum-Sonderroute verfügbar,1,1.064,1.0,0.9,"nahrung: Maui-Covenant -> Marsim (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Marsim (6.0 u, kosten 1.0) | nahrung: Tau Ceti -> Bressia (0.5 u, kosten 7.0)"
5,11,26,keine,0,1.064,1.0,0.0,"nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Maui-Covenant -> Lusus (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Bressia (0.5 u, kosten 7.0)"
5,11,27,Weltenbaum-Sonderroute verfügbar,1,1.064,1.0,0.9,"nahrung: Tau Ceti -> Bressia (6.0 u, kosten 7.0) | nahrung: Maui-Covenant -> Bressia (2.2 u, kosten 4.7) | nahrung: Tau Ceti -> Qom-Riyadh (0.5 u, kosten 1.0)"
5,11,28,keine,0,1.064,1.0,0.0,"nahrung: Maui-Covenant -> Lusus (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Tau Ceti -> Marsim (0.5 u, kosten 1.0)"
5,11,29,Politische Sanktionen gegen Hebron,1,1.064,1.0,0.0,"nahrung: Maui-Covenant -> Marsim (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Marsim (6.0 u, kosten 1.0) | nahrung: Tau Ceti -> Hebron (0.4 u, kosten 7.0)"
5,11,30,keine,0,1.064,1.0,0.0,"nahrung: Maui-Covenant -> Lusus (2.2 u, kosten 1.0) | nahrung: Tau Ceti -> Lusus (6.0 u, kosten 1.0) | nahrung: Tau Ceti -> Hyperion (0.4 u, kosten 7.0)"
