run,seed,year,world,category,faction,farcaster,periphery,stability,prosperity,time_debt,hyperion_special
2,8,4,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,0.784,0.0,False
2,8,4,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.7812,0.0,False
2,8,4,Marsim,Industriewelt,Hegemonie,True,False,0.77,0.852255,2.254,False
2,8,4,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.894,0.0,False
2,8,4,Bressia,Grenzwelt,Hegemonie,False,True,0.43,0.5640000000000001,0.0,False
2,8,4,Hebron,Pilgerwelt,Hegemonie,False,True,0.62,0.6140000000000001,0.0,False
2,8,4,Hyperion,Sonderwelt,Neutral,False,True,0.58,0.528,0.0,True
2,8,5,Lusus,Kernwelt,Hegemonie,True,False,0.86,1.0121000000000002,0.0,False
2,8,5,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,0.8480000000000001,0.0,False
2,8,5,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.7988000000000001,0.0,False
2,8,5,Marsim,Industriewelt,Hegemonie,True,False,0.77,0.8840296,2.07368,False
2,8,5,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.91,0.0,False
2,8,5,Bressia,Grenzwelt,Hegemonie,False,True,0.43,0.5800000000000001,0.0,False
2,8,5,Hebron,Pilgerwelt,Hegemonie,False,True,0.62,0.6300000000000001,0.0,False
2,8,5,Hyperion,Sonderwelt,Neutral,False,True,0.49999999999999994,0.544,0.0,True
2,8,6,Lusus,Kernwelt,Hegemonie,True,False,0.86,1.0473000000000003,0.0,False
2,8,6,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,0.8924000000000002,0.0,False
2,8,6,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.8148000000000001,0.0,False
2,8,6,Marsim,Industriewelt,Hegemonie,True,False,0.77,0.918702232,5.771785599999999,False
2,8,6,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.9276000000000001,0.0,False
2,8,6,Bressia,Grenzwelt,Hegemonie,False,True,0.43,0.5960000000000001,0.0,False
2,8,6,Hebron,Pilgerwelt,Hegemonie,False,True,0.62,0.6700000000000002,0.0,False
2,8,6,Hyperion,Sonderwelt,Neutral,False,True,0.49999999999999994,0.56,0.0,True
2,8,7,Lusus,Kernwelt,Hegemonie,True,False,0.86,1.0858000000000003,0.0,False
2,8,7,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,0.9448000000000002,0.0,False
2,8,7,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.8308000000000001,0.0,False
2,8,7,Marsim,Industriewelt,Hegemonie,True,False,0.77,0.96490505344,9.174042752,False
2,8,7,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.9472000000000002,0.0,False
2,8,7,Bressia,Grenzwelt,Hegemonie,False,True,0.43,0.6360000000000001,0.0,False
2,8,7,Hebron,Pilgerwelt,Hegemonie,False,True,0.62,0.6860000000000002,0.0,False
2,8,7,Hyperion,Sonderwelt,Neutral,False,True,0.49999999999999994,0.5760000000000001,0.0,True
2,8,8,Lusus,Kernwelt,Hegemonie,True,False,0.86,1.1306000000000005,0.0,False
2,8,8,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.0250000000000001,0.0,False
2,8,8,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.8484000000000002,0.0,False
2,8,8,Marsim,Industriewelt,Hegemonie,True,False,0.77,1.0451676491647999,12.30411933184,False
2,8,8,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.9737000000000001,0.0,False
2,8,8,Bressia,Grenzwelt,Hegemonie,False,True,0.43,0.6520000000000001,0.0,False
2,8,8,Hebron,Pilgerwelt,Hegemonie,False,True,0.62,0.7260000000000002,0.0,False
2,8,8,Hyperion,Sonderwelt,Neutral,False,True,0.49999999999999994,0.5920000000000001,0.0,True
2,8,9,Lusus,Kernwelt,Hegemonie,True,False,0.86,1.1754000000000007,0.0,False
2,8,9,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.057204,1.8032,False
2,8,9,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.9364000000000002,0.0,False
2,8,9,Marsim,Industriewelt,Hegemonie,True,False,0.77,1.1203372372316158,11.319789785292802,False
2,8,9,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.0041000000000002,0.0,False
2,8,9,Bressia,Grenzwelt,Hegemonie,False,True,0.43,0.6680000000000001,0.0,False
2,8,9,Hebron,Pilgerwelt,Hegemonie,False,True,0.62,0.7420000000000002,0.0,False
2,8,9,Hyperion,Sonderwelt,Neutral,False,True,0.49999999999999994,0.6192000000000001,0.0,True
2,8,10,Lusus,Kernwelt,Hegemonie,True,False,0.86,1.2202000000000008,0.0,False
2,8,10,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.0894236800000001,1.658944,False
2,8,10,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.0064000000000002,0.0,False
2,8,10,Marsim,Industriewelt,Hegemonie,True,False,0.77,1.2008052582530866,10.414206602469378,False
2,8,10,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.0585000000000002,0.0,False
2,8,10,Bressia,Grenzwelt,Hegemonie,False,True,0.43,0.6840000000000002,0.0,False
2,8,10,Hebron,Pilgerwelt,Hegemonie,False,True,0.62,0.7580000000000002,0.0,False
2,8,10,Hyperion,Sonderwelt,Neutral,False,True,0.49999999999999994,0.6352000000000001,0.0,True
2,8,11,Lusus,Kernwelt,Hegemonie,True,False,0.86,1.2362000000000009,0.0,False
2,8,11,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.1164577856000002,1.52622848,False
2,8,11,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.0464000000000002,0.0,False
2,8,11,Marsim,Industriewelt,Hegemonie,True,False,0.77,1.2313438375928396,13.445070074271827,False
2,8,11,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.0745000000000002,0.0,False
2,8,11,Bressia,Grenzwelt,Hegemonie,False,True,0.41352,0.7361390000000003,5.9892,False
2,8,11,Hebron,Pilgerwelt,Hegemonie,False,True,0.62,0.7740000000000002,0.0,False
2,8,11,Hyperion,Sonderwelt,Neutral,False,True,0.49999999999999994,0.6512000000000001,0.0,True
2,8,12,Lusus,Kernwelt,Hegemonie,True,False,0.8408,1.293150000000001,0.0,False
2,8,12,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.165905162752,1.4041302016000001,False
2,8,12,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.0942297600000004,0.0,False
2,8,12,Marsim,Industriewelt,Hegemonie,True,False,0.77,1.2619993305854125,12.369464468330081,False
2,8,12,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.1321800000000002,0.0,False
2,8,12,Bressia,Grenzwelt,Hegemonie,False,True,0.41352,0.7636626800000004,8.614144000000007,False
2,8,12,Hebron,Pilgerwelt,Hegemonie,False,True,0.6042,0.7811352992000004,1.2605913600000171,False
2,8,12,Hyperion,Sonderwelt,Neutral,False,True,0.49999999999999994,0.6672000000000001,0.0,True
2,8,13,Lusus,Kernwelt,Hegemonie,True,False,0.8408,1.3663159999999999,3.8639999999999994,False
2,8,13,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.3087487497318402,6.958999785472,False
2,8,13,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.1191897600000005,0.0,False
2,8,13,Marsim,Industriewelt,Hegemonie,True,False,0.7544000000000001,1.3375923841385795,11.379907310863675,False
2,8,13,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.2093600000000002,3.8639999999999994,False
2,8,13,Bressia,Grenzwelt,Hegemonie,False,True,0.41352,0.8728012656000005,7.925012480000007,False
2,8,13,Hebron,Pilgerwelt,Hegemonie,False,True,0.58871488,0.8128244000640004,7.7929440512000205,False
2,8,13,Hyperion,Sonderwelt,Neutral,False,True,0.49999999999999994,0.7460023200000002,8.001056,True
2,8,14,Lusus,Kernwelt,Hegemonie,True,False,0.8408,1.3152136,3.55488,False
2,8,14,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.320184100021453,6.40227980263424,False
2,8,14,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.1441497600000006,0.0,False
2,8,14,Marsim,Industriewelt,Hegemonie,True,False,0.7544000000000001,1.3428220092689138,14.333514725994581,False
2,8,14,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.2229736000000002,3.55488,False
2,8,14,Bressia,Grenzwelt,Hegemonie,False,True,0.41352,0.9507493643520005,9.493491481600007,False
2,8,14,Hebron,Pilgerwelt,Hegemonie,False,True,0.58871488,0.8562241056588804,13.802708527104022,False
2,8,14,Hyperion,Sonderwelt,Neutral,False,True,0.49999999999999994,0.7778046144000003,8.44289152,True
2,8,15,Lusus,Kernwelt,Hegemonie,True,False,0.8208,1.339880672,3.2704896,False
2,8,15,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.3971637720197365,7.693297418423501,False
2,8,15,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.2104646400000005,0.0,False
2,8,15,Marsim,Industriewelt,Hegemonie,True,False,0.7544000000000001,1.3965666485274004,13.186833547915015,False
2,8,15,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.2690181120000001,3.2704896,False
2,8,15,Bressia,Grenzwelt,Hegemonie,False,True,0.2784,0.9743003152038405,13.699252163072005,False
2,8,15,Hebron,Pilgerwelt,Hegemonie,False,True,0.58871488,0.87353183480617,13.7288918449357,False
2,8,15,Hyperion,Sonderwelt,Neutral,False,True,0.49999999999999994,0.8181888052480002,9.7870441984,True
2,8,16,Lusus,Kernwelt,Hegemonie,True,False,0.8208,1.3459449510400001,3.008850432,False
2,8,16,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.3860306702581577,7.077833624949621,False
2,8,16,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.2347795200000005,0.0,False
2,8,16,Marsim,Industriewelt,Hegemonie,True,False,0.7544000000000001,1.3534813166452087,12.131886864081814,False
2,8,16,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.3079310630400003,3.008850432,False
2,8,16,Bressia,Grenzwelt,Hegemonie,False,True,0.2784,0.9919406899875333,13.704551990026244,False
2,8,16,Hebron,Pilgerwelt,Hegemonie,False,True,0.5725148800000001,0.8969295952216765,17.833276177340842,False
2,8,16,Hyperion,Sonderwelt,Neutral,False,True,0.49999999999999994,0.8358043408281602,10.013872662528001,True
2,8,17,Lusus,Kernwelt,Hegemonie,True,False,0.8208,1.3407511149568,2.76814239744,False
2,8,17,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.397292216637505,6.511606934953652,False
2,8,17,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.2855081532800006,0.0,False
2,8,17,Marsim,Industriewelt,Hegemonie,True,False,0.7544000000000001,1.367917554353592,15.025335914955269,False
2,8,17,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.3192991149568,2.76814239744,False
2,8,17,Bressia,Grenzwelt,Hegemonie,False,True,0.2784,1.0329619347885306,18.848547830824142,False
2,8,17,Hebron,Pilgerwelt,Hegemonie,False,True,0.5725148800000001,0.9185222676039425,18.467414083153574,False
2,8,17,Hyperion,Sonderwelt,Neutral,False,True,0.4840399999999999,0.9005371935619076,14.086554849525761,True
2,8,18,Lusus,Kernwelt,Hegemonie,True,False,0.8208,1.322443185760256,2.5466910056448,False
2,8,18,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.3781557193065048,5.99067838015736,False
2,8,18,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.31986,0.0,False
2,8,18,Marsim,Industriewelt,Hegemonie,True,False,0.7544000000000001,1.3386133064085046,13.823309041758849,False
2,8,18,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.297723185760256,2.5466910056448,False
2,8,18,Bressia,Grenzwelt,Hegemonie,False,True,0.2784,1.0518805400054483,18.83603200435821,False
2,8,18,Hebron,Pilgerwelt,Hegemonie,False,True,0.5725148800000001,0.9422035261956272,18.02042095650129,False
2,8,18,Hyperion,Sonderwelt,Neutral,False,True,0.4840399999999999,0.9177227780769551,13.9694224615637,True
2,8,19,Lusus,Kernwelt,Hegemonie,True,False,0.8208,1.3157853308994356,2.3429557251932165,False
2,8,19,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.3322489321619844,5.511424109744771,False
2,8,19,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.31196,0.0,False
2,8,19,Marsim,Industriewelt,Hegemonie,True,False,0.7379594880000001,1.3559385090958243,15.615444318418142,False
2,8,19,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.3037453308994356,2.3429557251932165,False
2,8,19,Bressia,Grenzwelt,Hegemonie,False,True,0.2784,1.0708003968050126,18.82451744400955,False
2,8,19,Hebron,Pilgerwelt,Hegemonie,False,True,0.5725148800000001,0.983361484099977,17.60918727998119,False
2,8,19,Hyperion,Sonderwelt,Neutral,False,True,0.4840399999999999,0.9507809286307988,15.941110904638608,True
2,8,20,Lusus,Kernwelt,Hegemonie,True,False,0.79895744,1.352613725460121,4.812408531689768,False
2,8,20,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.3386968575890255,5.07051018096519,False
2,8,20,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.31196,0.0,False
2,8,20,Marsim,Industriewelt,Hegemonie,True,False,0.7379594880000001,1.3268751097249583,18.23020877294469,False
2,8,20,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.3080377044274807,2.1555192671777594,False
2,8,20,Bressia,Grenzwelt,Hegemonie,False,True,0.2784,1.128430662852612,18.419796048488788,False
2,8,20,Hebron,Pilgerwelt,Hegemonie,False,True,0.5384723200000001,1.0020473045418348,23.558901616827495,False
2,8,20,Hyperion,Sonderwelt,Neutral,False,True,0.4840399999999999,0.991781057540335,15.675614032267518,True
2,8,21,Lusus,Kernwelt,Hegemonie,True,False,0.79895744,1.2975187591468311,4.4274158491545865,False
2,8,21,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.82405792,1.3296343889819036,4.6648693664879755,False
2,8,21,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.31196,0.0,False
2,8,21,Marsim,Industriewelt,Hegemonie,True,False,0.7379594880000001,1.3266136332795055,20.635792071109115,False
2,8,21,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.3264562377308824,2.824739357803538,False
2,8,21,Bressia,Grenzwelt,Hegemonie,False,True,0.2784,1.169654875247763,22.18579636460969,False
2,8,21,Hebron,Pilgerwelt,Hegemonie,False,True,0.5202963200000001,1.0060952943801518,23.165693487481295,False
2,8,21,Hyperion,Sonderwelt,Neutral,False,True,0.4840399999999999,1.0346134961371083,14.421564909686117,True
2,8,22,Lusus,Kernwelt,Hegemonie,True,False,0.755888648896,1.2896905997885524,4.76338511946222,False
2,8,22,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.80345792,1.3281707384616233,4.291679817168937,False
2,8,22,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.33451488,0.0,False
2,8,22,Marsim,Industriewelt,Hegemonie,True,False,0.7178394880000001,1.3258673958503997,18.984928705420387,False
2,8,22,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.7808,1.3161175260642197,2.598760209179255,False
2,8,22,Bressia,Grenzwelt,Hegemonie,False,True,0.2784,1.185723019451302,20.410932655440917,False
2,8,22,Hebron,Pilgerwelt,Hegemonie,False,True,0.5023283200000002,1.0319113746314035,27.545533688482795,False
2,8,22,Hyperion,Sonderwelt,Neutral,False,True,0.3294179199999999,1.0197047796461396,13.267839716911228,True
2,8,23,Lusus,Kernwelt,Hegemonie,True,False,0.728307261595136,1.3060143808009583,4.382314309905243,False
2,8,23,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.7828579200000001,1.347212675852216,6.441707970035423,False
2,8,23,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.3216448799999998,0.644,False
2,8,23,Marsim,Industriewelt,Hegemonie,True,False,0.6956394880000001,1.3259652652909684,17.466134408986758,False
2,8,23,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.761,1.3041401239790822,2.390859392444915,False
2,8,23,Bressia,Grenzwelt,Hegemonie,False,True,0.2784,1.2169995500257578,22.081778043005645,False
2,8,23,Hebron,Pilgerwelt,Hegemonie,False,True,0.5023283200000002,1.1023808212625552,26.372290993404174,False
2,8,23,Hyperion,Sonderwelt,Neutral,False,True,0.2931779199999999,1.0174807156744483,15.235788539558328,True
2,8,24,Lusus,Kernwelt,Hegemonie,True,False,0.7086161110438912,1.2968434056555758,4.031729165112823,False
2,8,24,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.7828579200000001,1.3512919906652685,5.9263713324325895,False
2,8,24,Maui-Covenant,Templarwelt,Templars,True,False,0.8828057555200001,1.3061799166399999,1.23648,False
2,8,24,Marsim,Industriewelt,Hegemonie,True,False,0.6734394880000001,1.3761176887159015,16.068843656267816,False
2,8,24,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.7214421830783999,1.2867326753486377,2.199590641049322,False
2,8,24,Bressia,Grenzwelt,Hegemonie,False,True,0.2784,1.2390293842214573,21.416475799565195,False
2,8,24,Hebron,Pilgerwelt,Hegemonie,False,True,0.5023283200000002,1.1287035921632147,25.292907713931843,False
2,8,24,Hyperion,Sonderwelt,Neutral,False,True,0.25693791999999993,1.0207178154614627,18.289893731064254,True
2,8,25,Lusus,Kernwelt,Hegemonie,True,False,0.6627735510438912,1.3365449487566003,4.550852463903797,False
2,8,25,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.7647331610007553,1.3275003706413233,5.452261625837982,False
2,8,25,Maui-Covenant,Templarwelt,Templars,True,False,0.86480575552,1.3299850858132478,1.1375616000000002,False
2,8,25,Marsim,Industriewelt,Hegemonie,True,False,0.6734394880000001,1.3270174977911733,14.783336163766391,False
2,8,25,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.6818421830783998,1.2795847162845326,2.023623389765376,False
2,8,25,Bressia,Grenzwelt,Hegemonie,False,True,0.26327999999999996,1.2505275413115808,21.13228663646398,False
2,8,25,Hebron,Pilgerwelt,Hegemonie,False,True,0.5023283200000002,1.1448623013918215,24.2998750968173,False
2,8,25,Hyperion,Sonderwelt,Neutral,False,True,0.24022600073113592,1.0241991266367083,17.836494232579113,True
2,8,26,Lusus,Kernwelt,Hegemonie,True,False,0.6627735510438912,1.3123449147536095,4.186784266791493,False
2,8,26,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.7441331610007553,1.2996547738374162,5.016080695770944,False
2,8,26,Maui-Covenant,Templarwelt,Templars,True,False,0.84680575552,1.3055117776532479,1.0465566720000001,False
2,8,26,Marsim,Industriewelt,Hegemonie,True,False,0.6734394880000001,1.3334860485404234,13.60066927066508,False
2,8,26,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.6422421830783998,1.285733332931156,2.6993054929841467,False
2,8,26,Bressia,Grenzwelt,Hegemonie,False,True,0.24461828851199996,1.2578806394319346,20.54294370554686,False
2,8,26,Hebron,Pilgerwelt,Hegemonie,False,True,0.4677140870784002,1.1336596391909397,23.38628508907192,False
2,8,26,Hyperion,Sonderwelt,Neutral,False,True,0.22234600073113592,1.0333510457316546,18.84832763790571,True
2,8,27,Lusus,Kernwelt,Hegemonie,True,False,0.6197589650289153,1.2987895471756346,3.8518415254481737,False
2,8,27,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.7235331610007554,1.299698391930423,4.614794240109268,False
2,8,27,Maui-Covenant,Templarwelt,Templars,True,False,0.82880575552,1.329847678146048,1.6068321382400002,False
2,8,27,Marsim,Industriewelt,Hegemonie,True,False,0.6533194880000001,1.3382713152297336,18.888215729011876,False
2,8,27,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.6224421830783997,1.2838634023818576,2.483361053545415,False
2,8,27,Bressia,Grenzwelt,Hegemonie,False,True,0.22493828851199996,1.2800976037860803,20.00074820910311,False
2,8,27,Hebron,Pilgerwelt,Hegemonie,False,True,0.42971408707840014,1.1302810106820325,22.545782281946167,False
2,8,27,Hyperion,Sonderwelt,Neutral,False,True,0.2062320078095359,1.074260045472363,21.21530330879478,True
2,8,28,Lusus,Kernwelt,Hegemonie,True,False,0.5749751319355393,1.325357810238437,4.370895511689046,False
2,8,28,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.7029331610007554,1.3770117968536055,4.245610700900527,False
2,8,28,Maui-Covenant,Templarwelt,Templars,True,False,0.81080575552,1.305378450599424,1.4782855671808002,False
2,8,28,Marsim,Industriewelt,Hegemonie,True,False,0.6311194880000001,1.344703128583899,17.377158470690926,False
2,8,28,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.5869555293567996,1.275900075985303,2.284692169261782,False
2,8,28,Bressia,Grenzwelt,Hegemonie,False,True,0.20525828851199995,1.2905984001632242,20.35092583307109,False
2,8,28,Hebron,Pilgerwelt,Hegemonie,False,True,0.3917140870784001,1.1342944324538378,25.636519699390476,False
2,8,28,Hyperion,Sonderwelt,Neutral,False,True,0.2,1.0777410803214516,20.5278710440912,True
2,8,29,Lusus,Kernwelt,Hegemonie,True,False,0.5749751319355393,1.3078349104488312,4.021223870753922,False
2,8,29,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.6823331610007555,1.3447298711565585,4.7278401067052105,False
2,8,29,Maui-Covenant,Templarwelt,Templars,True,False,0.79280575552,1.30534810525653,1.3600227218063363,False
2,8,29,Marsim,Industriewelt,Hegemonie,True,False,0.613119488,1.357289314309731,22.74898579303565,False
2,8,29,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.5473555293567995,1.2584716067683768,2.1019167957208396,False
2,8,29,Bressia,Grenzwelt,Hegemonie,False,True,0.2,1.3411323166269278,25.096187110358333,False
2,8,29,Hebron,Pilgerwelt,Hegemonie,False,True,0.3731140870784001,1.1357187804838986,24.61599812343924,False
2,8,29,Hyperion,Sonderwelt,Neutral,False,True,0.2,1.1051928027081606,20.130673480795977,True
2,8,30,Lusus,Kernwelt,Hegemonie,True,False,0.5318146220829134,1.3184894560322222,3.6995259610936087,False
2,8,30,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.6823331610007555,1.331240014748535,4.349612898168794,False
2,8,30,Maui-Covenant,Templarwelt,Templars,True,False,0.77480575552,1.3114767315410671,1.2512209040618294,False
2,8,30,Marsim,Industriewelt,Hegemonie,True,False,0.5957194880000001,1.3312689306469008,20.9290669295928,False
2,8,30,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.5077555293567995,1.2410614150888046,1.9337634520631726,False
2,8,30,Bressia,Grenzwelt,Hegemonie,False,True,0.2,1.3055966812889643,24.189732141529667,False
2,8,30,Hebron,Pilgerwelt,Hegemonie,False,True,0.3545140870784001,1.1372451806715547,23.677118273564105,False
2,8,30,Hyperion,Sonderwelt,Neutral,False,True,0.2,1.1080962638152017,22.3480316575771,True
3,9,1,Lusus,Kernwelt,Hegemonie,True,False,0.86,0.916,0.0,False
3,9,1,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,0.736,0.0,False
3,9,1,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.716,0.0,False
3,9,1,Marsim,Industriewelt,Hegemonie,True,False,0.77,0.796,0.0,False
3,9,1,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.846,0.0,False
3,9,1,Bressia,Grenzwelt,Hegemonie,False,True,0.63,0.516,0.0,False
3,9,1,Hebron,Pilgerwelt,Hegemonie,False,True,0.7,0.5660000000000001,0.0,False
3,9,1,Hyperion,Sonderwelt,Neutral,False,True,0.58,0.466,0.0,True
3,9,2,Lusus,Kernwelt,Hegemonie,True,False,0.86,0.932,0.0,False
3,9,2,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,0.752,0.0,False
3,9,2,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.732,0.0,False
3,9,2,Marsim,Industriewelt,Hegemonie,True,False,0.77,0.812,0.0,False
3,9,2,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.862,0.0,False
3,9,2,Bressia,Grenzwelt,Hegemonie,False,True,0.63,0.532,0.0,False
3,9,2,Hebron,Pilgerwelt,Hegemonie,False,True,0.7,0.5820000000000001,0.0,False
3,9,2,Hyperion,Sonderwelt,Neutral,False,True,0.58,0.48200000000000004,0.0,True
3,9,3,Lusus,Kernwelt,Hegemonie,True,False,0.86,0.9480000000000001,0.0,False
3,9,3,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,0.768,0.0,False
3,9,3,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.748,0.0,False
3,9,3,Marsim,Industriewelt,Hegemonie,True,False,0.77,0.8280000000000001,0.0,False
3,9,3,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.878,0.0,False
3,9,3,Bressia,Grenzwelt,Hegemonie,False,True,0.63,0.548,0.0,False
3,9,3,Hebron,Pilgerwelt,Hegemonie,False,True,0.7,0.5980000000000001,0.0,False
3,9,3,Hyperion,Sonderwelt,Neutral,False,True,0.58,0.49800000000000005,0.0,True
3,9,4,Lusus,Kernwelt,Hegemonie,True,False,0.86,0.9640000000000001,0.0,False
3,9,4,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,0.784,0.0,False
3,9,4,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.764,0.0,False
3,9,4,Marsim,Industriewelt,Hegemonie,True,False,0.77,0.8440000000000001,0.0,False
3,9,4,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.894,0.0,False
3,9,4,Bressia,Grenzwelt,Hegemonie,False,True,0.63,0.5640000000000001,0.0,False
3,9,4,Hebron,Pilgerwelt,Hegemonie,False,True,0.7,0.6140000000000001,0.0,False
3,9,4,Hyperion,Sonderwelt,Neutral,False,True,0.58,0.514,0.0,True
3,9,5,Lusus,Kernwelt,Hegemonie,True,False,0.86,1.0094,6.4399999999999995,False
3,9,5,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,0.8168000000000001,0.0,False
3,9,5,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.804,0.0,False
3,9,5,Marsim,Industriewelt,Hegemonie,True,False,0.77,0.8885000000000001,0.0,False
3,9,5,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.91,0.0,False
3,9,5,Bressia,Grenzwelt,Hegemonie,False,True,0.63,0.5960000000000001,0.0,False
3,9,5,Hebron,Pilgerwelt,Hegemonie,False,True,0.7,0.6300000000000001,0.0,False
3,9,5,Hyperion,Sonderwelt,Neutral,False,True,0.58,0.554,0.0,True
3,9,6,Lusus,Kernwelt,Hegemonie,True,False,0.86,1.041956,5.924799999999999,False
3,9,6,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,0.8344000000000001,0.0,False
3,9,6,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.8724000000000002,0.0,False
3,9,6,Marsim,Industriewelt,Hegemonie,True,False,0.77,0.9258000000000001,0.0,False
3,9,6,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.926,0.0,False
3,9,6,Bressia,Grenzwelt,Hegemonie,False,True,0.63,0.6120000000000001,0.0,False
3,9,6,Hebron,Pilgerwelt,Hegemonie,False,True,0.7,0.6460000000000001,0.0,False
3,9,6,Hyperion,Sonderwelt,Neutral,False,True,0.58,0.5700000000000001,0.0,True
3,9,7,Lusus,Kernwelt,Hegemonie,True,False,0.86,1.0778635200000004,5.450816,False
