scenario,run,seed,year,good,seller,buyer,quantity,unit_price,transport_cost,trade_value
baseline,3,9,18,industrieteile,Marsim,Tau Ceti,3.770000000000006,40.7096,0.9596,153.47519200000025
baseline,3,9,18,energie,Bressia,Tau Ceti,6.0,42.979600000000005,6.9596,257.87760000000003
baseline,3,9,18,luxus,Qom-Riyadh,Hyperion,1.5679999999999996,82.0796,6.9596,128.70081279999997
baseline,3,9,18,luxus,Qom-Riyadh,Maui-Covenant,1.0,76.0796,0.9596,76.0796
baseline,3,9,18,biotech,Bressia,Hebron,1.5999999999999996,80.97959999999999,6.9596,129.56735999999995
baseline,3,9,19,nahrung,Maui-Covenant,Marsim,6.0,21.159599999999998,0.9596,126.95759999999999
baseline,3,9,19,rohstoffe,Maui-Covenant,Marsim,5.4798235352154645,28.379600000000003,0.9596,155.51520000000082
baseline,3,9,19,industrieteile,Qom-Riyadh,Bressia,3.3999999999999932,49.159600000000005,6.9596,167.1426399999997
baseline,3,9,19,industrieteile,Marsim,Tau Ceti,2.6000000000000068,43.409600000000005,0.9596,112.86496000000031
baseline,3,9,19,energie,Marsim,Hyperion,5.401951307225316,42.5596,6.9596,229.90488685498656
baseline,3,9,19,energie,Marsim,Maui-Covenant,0.5980486927746842,36.5596,0.9596,21.864420988365346
baseline,3,9,19,luxus,Qom-Riyadh,Maui-Covenant,1.0,74.39959999999999,0.9596,74.39959999999999
baseline,3,9,19,biotech,Qom-Riyadh,Hebron,1.5999999999999996,84.4596,6.9596,135.13535999999996
baseline,3,9,20,nahrung,Tau Ceti,Qom-Riyadh,6.0,26.4696,6.8596,158.8176
baseline,3,9,20,rohstoffe,Bressia,Marsim,6.0,37.0696,10.4596,222.4176
baseline,3,9,20,industrieteile,Maui-Covenant,Tau Ceti,2.999999999999992,47.6196,6.8596,142.8587999999996
baseline,3,9,20,energie,Marsim,Qom-Riyadh,6.0,46.5196,6.8596,279.1176
baseline,3,9,20,luxus,Marsim,Maui-Covenant,1.0,80.7796,6.8596,80.7796
baseline,3,9,20,biotech,Tau Ceti,Hebron,1.5999999999999996,90.1396,10.4596,144.22335999999996
