scenario,run,seed,year,world,good,price,stock
baseline,1,7,15,Hyperion,energie,40.28,4.8000000000000025
baseline,1,7,15,Hyperion,luxus,90.43,7.373279564444484
baseline,1,7,15,Hyperion,biotech,89.92,24.0
baseline,1,7,15,Hyperion,core_daten,119.89,24.0
baseline,1,7,15,Hyperion,relikte,155.47,34.324272
baseline,1,7,16,Lusus,nahrung,24.07,6.0
baseline,1,7,16,Lusus,rohstoffe,30.35,14.0
baseline,1,7,16,Lusus,industrieteile,41.72,20.58
baseline,1,7,16,Lusus,energie,45.67,2.8
baseline,1,7,16,Lusus,luxus,79.6,82.31401999999999
baseline,1,7,16,Lusus,biotech,77.6,32.0
baseline,1,7,16,Lusus,core_daten,113.3,67.15468000000001
baseline,1,7,16,Lusus,relikte,153.28,32.0
baseline,1,7,16,Tau Ceti,nahrung,20.78,107.26128000000003
baseline,1,7,16,Tau Ceti,rohstoffe,27.71,20.5
baseline,1,7,16,Tau Ceti,industrieteile,46.55,10.3
baseline,1,7,16,Tau Ceti,energie,70.65,0.0
baseline,1,7,16,Tau Ceti,luxus,75.19,30.0
baseline,1,7,16,Tau Ceti,biotech,77.21,56.425319999999985
baseline,1,7,16,Tau Ceti,core_daten,107.32,30.0
baseline,1,7,16,Tau Ceti,relikte,141.18,30.0
baseline,1,7,16,Maui-Covenant,nahrung,20.68,13.97064
baseline,1,7,16,Maui-Covenant,rohstoffe,27.81,18.5
baseline,1,7,16,Maui-Covenant,industrieteile,41.49,20.0
baseline,1,7,16,Maui-Covenant,energie,55.89,0.0
baseline,1,7,16,Maui-Covenant,luxus,84.02,9.5
baseline,1,7,16,Maui-Covenant,biotech,84.57,63.81370399999998
baseline,1,7,16,Maui-Covenant,core_daten,114.41,26.0
baseline,1,7,16,Maui-Covenant,relikte,146.77,26.0
baseline,1,7,16,Marsim,nahrung,36.91,0.0
baseline,1,7,16,Marsim,rohstoffe,31.28,10.5
baseline,1,7,16,Marsim,industrieteile,43.52,114.2955
baseline,1,7,16,Marsim,energie,37.17,53.89730000000002
baseline,1,7,16,Marsim,luxus,79.19,31.0
baseline,1,7,16,Marsim,biotech,82.81,29.89999999999999
baseline,1,7,16,Marsim,core_daten,112.15,31.0
baseline,1,7,16,Marsim,relikte,141.4,31.0
baseline,1,7,16,Qom-Riyadh,nahrung,31.11,0.0
baseline,1,7,16,Qom-Riyadh,rohstoffe,27.51,22.0
baseline,1,7,16,Qom-Riyadh,industrieteile,42.84,25.2
baseline,1,7,16,Qom-Riyadh,energie,40.81,6.0
baseline,1,7,16,Qom-Riyadh,luxus,79.27,45.708060435555495
baseline,1,7,16,Qom-Riyadh,biotech,76.82,23.200000000000003
baseline,1,7,16,Qom-Riyadh,core_daten,109.63,104.46935999999997
baseline,1,7,16,Qom-Riyadh,relikte,151.95,28.0
baseline,1,7,16,Bressia,nahrung,30.36,0.0
baseline,1,7,16,Bressia,rohstoffe,28.64,65.92876799999996
baseline,1,7,16,Bressia,industrieteile,47.44,5.880000000000001
baseline,1,7,16,Bressia,energie,35.93,30.15633599999999
baseline,1,7,16,Bressia,luxus,86.57,20.535199999999996
baseline,1,7,16,Bressia,biotech,78.71,23.4
baseline,1,7,16,Bressia,core_daten,118.77,25.0
baseline,1,7,16,Bressia,relikte,136.06,25.0
baseline,1,7,16,Hebron,nahrung,28.88,0.0
baseline,1,7,16,Hebron,rohstoffe,30.96,9.5
baseline,1,7,16,Hebron,industrieteile,42.57,15.579999999999991
baseline,1,7,16,Hebron,energie,56.44,0.0
baseline,1,7,16,Hebron,luxus,76.71,46.403326
baseline,1,7,16,Hebron,biotech,88.03,9.5
baseline,1,7,16,Hebron,core_daten,117.92,26.0
baseline,1,7,16,Hebron,relikte,134.55,26.0
baseline,1,7,16,Hyperion,nahrung,24.94,0.9599999999999949
baseline,1,7,16,Hyperion,rohstoffe,32.96,39.99814399999999
baseline,1,7,16,Hyperion,industrieteile,47.97,24.0
baseline,1,7,16,Hyperion,energie,43.1,3.1200000000000023
baseline,1,7,16,Hyperion,luxus,87.74,5.805279564444485
baseline,1,7,16,Hyperion,biotech,86.11,24.0
baseline,1,7,16,Hyperion,core_daten,123.39,24.0
baseline,1,7,16,Hyperion,relikte,152.93,34.999072
baseline,1,7,17,Lusus,nahrung,24.82,6.0
baseline,1,7,17,Lusus,rohstoffe,28.79,14.0
baseline,1,7,17,Lusus,industrieteile,40.68,20.58
baseline,1,7,17,Lusus,energie,41.75,6.0
baseline,1,7,17,Lusus,luxus,77.12,85.50175999999999
baseline,1,7,17,Lusus,biotech,82.2,32.0
baseline,1,7,17,Lusus,core_daten,112.99,69.27984000000001
baseline,1,7,17,Lusus,relikte,151.87,32.0
baseline,1,7,17,Tau Ceti,nahrung,21.97,113.80740000000003
baseline,1,7,17,Tau Ceti,rohstoffe,28.63,14.5
baseline,1,7,17,Tau Ceti,industrieteile,47.31,8.370000000000001
baseline,1,7,17,Tau Ceti,energie,71.47,0.0
baseline,1,7,17,Tau Ceti,luxus,83.74,30.0
baseline,1,7,17,Tau Ceti,biotech,79.47,58.061849999999986
baseline,1,7,17,Tau Ceti,core_daten,113.07,30.0
baseline,1,7,17,Tau Ceti,relikte,150.88,30.0
baseline,1,7,17,Maui-Covenant,nahrung,20.12,10.19048
baseline,1,7,17,Maui-Covenant,rohstoffe,27.92,18.5
baseline,1,7,17,Maui-Covenant,industrieteile,45.53,20.0
baseline,1,7,17,Maui-Covenant,energie,61.47,0.0
baseline,1,7,17,Maui-Covenant,luxus,83.65,9.5
baseline,1,7,17,Maui-Covenant,biotech,76.99,66.25552799999998
baseline,1,7,17,Maui-Covenant,core_daten,118.52,26.0
baseline,1,7,17,Maui-Covenant,relikte,149.0,26.0
baseline,1,7,17,Marsim,nahrung,37.7,0.0
baseline,1,7,17,Marsim,rohstoffe,34.56,10.5
baseline,1,7,17,Marsim,industrieteile,44.48,119.50370000000001
baseline,1,7,17,Marsim,energie,36.98,51.02222000000002
baseline,1,7,17,Marsim,luxus,75.24,31.0
baseline,1,7,17,Marsim,biotech,79.44,29.89999999999999
baseline,1,7,17,Marsim,core_daten,112.76,31.0
baseline,1,7,17,Marsim,relikte,145.01,31.0
baseline,1,7,17,Qom-Riyadh,nahrung,30.89,0.0
baseline,1,7,17,Qom-Riyadh,rohstoffe,27.37,22.0
baseline,1,7,17,Qom-Riyadh,industrieteile,43.64,19.2
baseline,1,7,17,Qom-Riyadh,energie,44.22,3.6
baseline,1,7,17,Qom-Riyadh,luxus,76.93,45.86336843555549
baseline,1,7,17,Qom-Riyadh,biotech,87.12,23.200000000000003
baseline,1,7,17,Qom-Riyadh,core_daten,113.68,109.09059199999997
baseline,1,7,17,Qom-Riyadh,relikte,136.72,28.0
baseline,1,7,17,Bressia,nahrung,31.42,0.0
baseline,1,7,17,Bressia,rohstoffe,29.89,69.14328319999996
baseline,1,7,17,Bressia,industrieteile,44.08,9.3
baseline,1,7,17,Bressia,energie,38.83,31.56268639999999
baseline,1,7,17,Bressia,luxus,71.62,20.535199999999996
baseline,1,7,17,Bressia,biotech,78.95,21.799999999999997
baseline,1,7,17,Bressia,core_daten,120.29,25.0
baseline,1,7,17,Bressia,relikte,148.01,25.0
baseline,1,7,17,Hebron,nahrung,32.51,0.0
baseline,1,7,17,Hebron,rohstoffe,27.21,9.5
baseline,1,7,17,Hebron,industrieteile,43.05,15.579999999999991
baseline,1,7,17,Hebron,energie,62.25,0.0
baseline,1,7,17,Hebron,luxus,74.86,47.731016
baseline,1,7,17,Hebron,biotech,91.57,9.5
baseline,1,7,17,Hebron,core_daten,113.5,26.0
baseline,1,7,17,Hebron,relikte,159.35,26.0
baseline,1,7,17,Hyperion,nahrung,31.4,0.0
baseline,1,7,17,Hyperion,rohstoffe,30.19,41.34774399999999
baseline,1,7,17,Hyperion,industrieteile,43.18,24.0
baseline,1,7,17,Hyperion,energie,47.82,1.4400000000000022
baseline,1,7,17,Hyperion,luxus,99.0,4.237279564444485
baseline,1,7,17,Hyperion,biotech,83.34,24.0
baseline,1,7,17,Hyperion,core_daten,111.56,24.0
baseline,1,7,17,Hyperion,relikte,141.15,35.673871999999996
baseline,1,7,18,Lusus,nahrung,23.78,6.0
baseline,1,7,18,Lusus,rohstoffe,27.43,14.0
baseline,1,7,18,Lusus,industrieteile,44.01,20.58
baseline,1,7,18,Lusus,energie,44.4,2.8
baseline,1,7,18,Lusus,luxus,75.8,87.66105999999999
baseline,1,7,18,Lusus,biotech,85.06,32.0
baseline,1,7,18,Lusus,core_daten,106.58,71.38604000000001
baseline,1,7,18,Lusus,relikte,143.78,32.0
baseline,1,7,18,Tau Ceti,nahrung,21.63,114.31644000000003
baseline,1,7,18,Tau Ceti,rohstoffe,29.8,14.5
baseline,1,7,18,Tau Ceti,industrieteile,44.89,9.860000000000001
baseline,1,7,18,Tau Ceti,energie,41.14,6.0
baseline,1,7,18,Tau Ceti,luxus,80.98,30.0
baseline,1,7,18,Tau Ceti,biotech,79.8,59.689109999999985
baseline,1,7,18,Tau Ceti,core_daten,119.24,30.0
baseline,1,7,18,Tau Ceti,relikte,139.59,30.0
baseline,1,7,18,Maui-Covenant,nahrung,22.17,12.39952
baseline,1,7,18,Maui-Covenant,rohstoffe,28.76,12.5
baseline,1,7,18,Maui-Covenant,industrieteile,41.4,20.0
baseline,1,7,18,Maui-Covenant,energie,58.65,0.0
baseline,1,7,18,Maui-Covenant,luxus,79.57,9.5
baseline,1,7,18,Maui-Covenant,biotech,83.15,68.68547199999999
baseline,1,7,18,Maui-Covenant,core_daten,109.36,26.0
baseline,1,7,18,Maui-Covenant,relikte,152.91,26.0
baseline,1,7,18,Marsim,nahrung,36.62,0.0
baseline,1,7,18,Marsim,rohstoffe,31.97,10.5
baseline,1,7,18,Marsim,industrieteile,40.99,124.6786
baseline,1,7,18,Marsim,energie,37.87,54.12716000000002
baseline,1,7,18,Marsim,luxus,75.81,31.0
baseline,1,7,18,Marsim,biotech,85.52,29.89999999999999
baseline,1,7,18,Marsim,core_daten,107.16,31.0
baseline,1,7,18,Marsim,relikte,145.16,31.0
baseline,1,7,18,Qom-Riyadh,nahrung,32.35,0.0
baseline,1,7,18,Qom-Riyadh,rohstoffe,27.69,22.0
baseline,1,7,18,Qom-Riyadh,industrieteile,44.42,19.2
baseline,1,7,18,Qom-Riyadh,energie,49.93,1.2000000000000002
baseline,1,7,18,Qom-Riyadh,luxus,79.97,47.012142435555496
baseline,1,7,18,Qom-Riyadh,biotech,82.65,23.200000000000003
baseline,1,7,18,Qom-Riyadh,core_daten,109.01,113.68568799999997
baseline,1,7,18,Qom-Riyadh,relikte,143.18,28.0
baseline,1,7,18,Bressia,nahrung,29.43,0.0
baseline,1,7,18,Bressia,rohstoffe,26.56,72.33890559999996
baseline,1,7,18,Bressia,industrieteile,48.86,9.3
baseline,1,7,18,Bressia,energie,36.22,26.96077119999999
baseline,1,7,18,Bressia,luxus,81.64,20.535199999999996
baseline,1,7,18,Bressia,biotech,75.97,20.199999999999996
baseline,1,7,18,Bressia,core_daten,114.22,25.0
baseline,1,7,18,Bressia,relikte,141.73,25.0
baseline,1,7,18,Hebron,nahrung,31.5,0.0
baseline,1,7,18,Hebron,rohstoffe,27.77,9.5
baseline,1,7,18,Hebron,industrieteile,39.9,9.579999999999991
baseline,1,7,18,Hebron,energie,59.39,0.0
baseline,1,7,18,Hebron,luxus,74.25,49.04388599999999
baseline,1,7,18,Hebron,biotech,82.67,9.5
baseline,1,7,18,Hebron,core_daten,117.51,26.0
baseline,1,7,18,Hebron,relikte,139.39,26.0
baseline,1,7,18,Hyperion,nahrung,31.16,0.0
baseline,1,7,18,Hyperion,rohstoffe,34.09,42.69064079999999
baseline,1,7,18,Hyperion,industrieteile,50.56,24.0
baseline,1,7,18,Hyperion,energie,73.55,0.0
baseline,1,7,18,Hyperion,luxus,108.59,2.6692795644444853
baseline,1,7,18,Hyperion,biotech,86.76,24.0
baseline,1,7,18,Hyperion,core_daten,118.59,24.0
baseline,1,7,18,Hyperion,relikte,139.2,36.3453204
baseline,1,7,19,Lusus,nahrung,27.41,3.726476195923654
baseline,1,7,19,Lusus,rohstoffe,27.33,14.0
baseline,1,7,19,Lusus,industrieteile,44.32,20.58
baseline,1,7,19,Lusus,energie,69.53,0.0
baseline,1,7,19,Lusus,luxus,80.12,90.80614
baseline,1,7,19,Lusus,biotech,84.75,32.0
baseline,1,7,19,Lusus,core_daten,108.48,73.48276000000001
baseline,1,7,19,Lusus,relikte,145.69,32.0
baseline,1,7,19,Tau Ceti,nahrung,21.98,119.88616000000002
baseline,1,7,19,Tau Ceti,rohstoffe,29.36,10.3
baseline,1,7,19,Tau Ceti,industrieteile,47.01,10.3
baseline,1,7,19,Tau Ceti,energie,43.64,3.2
baseline,1,7,19,Tau Ceti,luxus,74.29,30.0
baseline,1,7,19,Tau Ceti,biotech,79.59,61.307099999999984
baseline,1,7,19,Tau Ceti,core_daten,111.36,30.0
baseline,1,7,19,Tau Ceti,relikte,139.47,30.0
baseline,1,7,19,Maui-Covenant,nahrung,20.52,9.5
baseline,1,7,19,Maui-Covenant,rohstoffe,27.49,10.7
baseline,1,7,19,Maui-Covenant,industrieteile,44.04,20.0
baseline,1,7,19,Maui-Covenant,energie,60.29,0.0
baseline,1,7,19,Maui-Covenant,luxus,80.72,9.5
baseline,1,7,19,Maui-Covenant,biotech,78.31,71.10353599999999
baseline,1,7,19,Maui-Covenant,core_daten,113.04,26.0
baseline,1,7,19,Maui-Covenant,relikte,144.44,26.0
baseline,1,7,19,Marsim,nahrung,26.87,2.273523804076346
baseline,1,7,19,Marsim,rohstoffe,31.9,10.5
baseline,1,7,19,Marsim,industrieteile,41.28,129.8202
baseline,1,7,19,Marsim,energie,39.2,51.21212000000002
baseline,1,7,19,Marsim,luxus,75.13,30.0
baseline,1,7,19,Marsim,biotech,82.29,29.89999999999999
baseline,1,7,19,Marsim,core_daten,110.19,31.0
baseline,1,7,19,Marsim,relikte,150.77,31.0
baseline,1,7,19,Qom-Riyadh,nahrung,32.37,0.0
baseline,1,7,19,Qom-Riyadh,rohstoffe,29.48,22.0
baseline,1,7,19,Qom-Riyadh,industrieteile,41.23,15.96
baseline,1,7,19,Qom-Riyadh,energie,42.32,6.0
baseline,1,7,19,Qom-Riyadh,luxus,79.37,48.1543824355555
baseline,1,7,19,Qom-Riyadh,biotech,81.53,23.200000000000003
baseline,1,7,19,Qom-Riyadh,core_daten,115.5,118.25464799999997
baseline,1,7,19,Qom-Riyadh,relikte,151.38,28.0
baseline,1,7,19,Bressia,nahrung,29.6,0.0
baseline,1,7,19,Bressia,rohstoffe,27.17,75.51563519999996
baseline,1,7,19,Bressia,industrieteile,45.23,7.590000000000001
baseline,1,7,19,Bressia,energie,35.38,28.350590399999987
baseline,1,7,19,Bressia,luxus,72.48,20.535199999999996
baseline,1,7,19,Bressia,biotech,78.81,18.599999999999994
baseline,1,7,19,Bressia,core_daten,106.31,25.0
baseline,1,7,19,Bressia,relikte,151.24,25.0
baseline,1,7,19,Hebron,nahrung,31.18,0.0
baseline,1,7,19,Hebron,rohstoffe,26.75,9.5
baseline,1,7,19,Hebron,industrieteile,42.06,9.579999999999991
baseline,1,7,19,Hebron,energie,61.25,0.0
baseline,1,7,19,Hebron,luxus,76.29,50.341936
baseline,1,7,19,Hebron,biotech,83.38,9.5
baseline,1,7,19,Hebron,core_daten,103.54,26.0
baseline,1,7,19,Hebron,relikte,131.8,26.0
baseline,1,7,19,Hyperion,nahrung,35.68,0.0
baseline,1,7,19,Hyperion,rohstoffe,34.15,44.01952639999999
baseline,1,7,19,Hyperion,industrieteile,45.65,24.0
baseline,1,7,19,Hyperion,energie,73.88,0.0
baseline,1,7,19,Hyperion,luxus,128.47,1.1012795644444855
baseline,1,7,19,Hyperion,biotech,98.02,24.0
baseline,1,7,19,Hyperion,core_daten,117.68,24.0
baseline,1,7,19,Hyperion,relikte,155.23,37.0097632
baseline,1,7,20,Lusus,nahrung,48.32,0.0
baseline,1,7,20,Lusus,rohstoffe,27.63,10.7
baseline,1,7,20,Lusus,industrieteile,44.12,20.58
baseline,1,7,20,Lusus,energie,47.91,2.194310470131856
baseline,1,7,20,Lusus,luxus,73.12,93.92278
baseline,1,7,20,Lusus,biotech,84.73,32.0
baseline,1,7,20,Lusus,core_daten,114.39,75.56052000000001
baseline,1,7,20,Lusus,relikte,146.08,32.0
baseline,1,7,20,Tau Ceti,nahrung,20.65,120.35812000000001
baseline,1,7,20,Tau Ceti,rohstoffe,29.01,10.3
baseline,1,7,20,Tau Ceti,industrieteile,46.94,10.080000000000002
baseline,1,7,20,Tau Ceti,energie,60.32,0.40000000000000036
baseline,1,7,20,Tau Ceti,luxus,79.09,30.0
baseline,1,7,20,Tau Ceti,biotech,82.36,62.92508999999998
baseline,1,7,20,Tau Ceti,core_daten,107.65,30.0
baseline,1,7,20,Tau Ceti,relikte,143.18,30.0
baseline,1,7,20,Maui-Covenant,nahrung,21.27,11.68744
baseline,1,7,20,Maui-Covenant,rohstoffe,27.35,9.5
baseline,1,7,20,Maui-Covenant,industrieteile,44.6,20.0
baseline,1,7,20,Maui-Covenant,energie,42.92,3.805689529868144
baseline,1,7,20,Maui-Covenant,luxus,81.72,9.5
baseline,1,7,20,Maui-Covenant,biotech,82.62,73.50971999999999
baseline,1,7,20,Maui-Covenant,core_daten,113.76,26.0
baseline,1,7,20,Maui-Covenant,relikte,144.0,26.0
baseline,1,7,20,Marsim,nahrung,22.54,6.0
baseline,1,7,20,Marsim,rohstoffe,33.17,10.5
baseline,1,7,20,Marsim,industrieteile,40.4,128.92849999999999
baseline,1,7,20,Marsim,energie,39.1,54.27710000000002
baseline,1,7,20,Marsim,luxus,79.04,30.0
baseline,1,7,20,Marsim,biotech,83.03,29.89999999999999
baseline,1,7,20,Marsim,core_daten,117.61,31.0
baseline,1,7,20,Marsim,relikte,139.77,31.0
baseline,1,7,20,Qom-Riyadh,nahrung,33.16,0.0
baseline,1,7,20,Qom-Riyadh,rohstoffe,29.25,20.5
baseline,1,7,20,Qom-Riyadh,industrieteile,41.1,15.96
baseline,1,7,20,Qom-Riyadh,energie,44.09,3.6
baseline,1,7,20,Qom-Riyadh,luxus,78.92,48.2843464355555
baseline,1,7,20,Qom-Riyadh,biotech,86.59,23.200000000000003
baseline,1,7,20,Qom-Riyadh,core_daten,109.68,122.77450399999998
baseline,1,7,20,Qom-Riyadh,relikte,140.39,28.0
baseline,1,7,20,Bressia,nahrung,31.96,0.0
baseline,1,7,20,Bressia,rohstoffe,27.36,78.67347199999996
baseline,1,7,20,Bressia,industrieteile,43.98,9.3
baseline,1,7,20,Bressia,energie,41.54,23.732143999999987
baseline,1,7,20,Bressia,luxus,75.21,20.535199999999996
baseline,1,7,20,Bressia,biotech,87.76,16.999999999999993
baseline,1,7,20,Bressia,core_daten,108.02,25.0
baseline,1,7,20,Bressia,relikte,156.07,25.0
baseline,1,7,20,Hebron,nahrung,33.22,0.0
baseline,1,7,20,Hebron,rohstoffe,27.96,9.5
baseline,1,7,20,Hebron,industrieteile,46.37,9.579999999999991
baseline,1,7,20,Hebron,energie,66.28,0.0
baseline,1,7,20,Hebron,luxus,75.51,51.625166
baseline,1,7,20,Hebron,biotech,91.55,9.5
baseline,1,7,20,Hebron,core_daten,116.58,26.0
baseline,1,7,20,Hebron,relikte,153.27,26.0
baseline,1,7,20,Hyperion,nahrung,36.4,0.0
baseline,1,7,20,Hyperion,rohstoffe,37.89,45.29959119999999
baseline,1,7,20,Hyperion,industrieteile,54.44,24.0
baseline,1,7,20,Hyperion,energie,82.41,0.0
baseline,1,7,20,Hyperion,luxus,167.14,0.0
baseline,1,7,20,Hyperion,biotech,112.01,24.0
baseline,1,7,20,Hyperion,core_daten,126.37,24.0
baseline,1,7,20,Hyperion,relikte,162.36,37.649795600000004
baseline,2,8,1,Lusus,nahrung,20.35,25.6
baseline,2,8,1,Lusus,rohstoffe,27.55,32.0
baseline,2,8,1,Lusus,industrieteile,41.57,32.0
baseline,2,8,1,Lusus,energie,39.44,28.8
baseline,2,8,1,Lusus,luxus,77.76,35.324
baseline,2,8,1,Lusus,biotech,83.2,32.0
baseline,2,8,1,Lusus,core_daten,106.96,34.216
baseline,2,8,1,Lusus,relikte,152.85,32.0
baseline,2,8,1,Tau Ceti,nahrung,21.74,36.612
baseline,2,8,1,Tau Ceti,rohstoffe,26.72,30.0
baseline,2,8,1,Tau Ceti,industrieteile,46.73,27.2
baseline,2,8,1,Tau Ceti,energie,36.7,27.2
baseline,2,8,1,Tau Ceti,luxus,74.87,30.0
baseline,2,8,1,Tau Ceti,biotech,84.67,31.653
baseline,2,8,1,Tau Ceti,core_daten,110.91,30.0
baseline,2,8,1,Tau Ceti,relikte,151.26,30.0
baseline,2,8,1,Maui-Covenant,nahrung,21.01,28.240000000000002
baseline,2,8,1,Maui-Covenant,rohstoffe,29.96,26.0
baseline,2,8,1,Maui-Covenant,industrieteile,40.78,26.0
baseline,2,8,1,Maui-Covenant,energie,38.36,24.5
baseline,2,8,1,Maui-Covenant,luxus,79.13,25.0
baseline,2,8,1,Maui-Covenant,biotech,77.3,28.464
baseline,2,8,1,Maui-Covenant,core_daten,106.61,26.0
baseline,2,8,1,Maui-Covenant,relikte,149.5,26.0
baseline,2,8,1,Marsim,nahrung,19.99,27.4
baseline,2,8,1,Marsim,rohstoffe,30.75,25.0
baseline,2,8,1,Marsim,industrieteile,44.06,36.405
baseline,2,8,1,Marsim,energie,37.57,34.243
baseline,2,8,1,Marsim,luxus,75.22,31.0
baseline,2,8,1,Marsim,biotech,86.15,31.0
baseline,2,8,1,Marsim,core_daten,112.42,31.0
baseline,2,8,1,Marsim,relikte,138.4,31.0
baseline,2,8,1,Qom-Riyadh,nahrung,21.42,25.6
baseline,2,8,1,Qom-Riyadh,rohstoffe,27.34,28.0
baseline,2,8,1,Qom-Riyadh,industrieteile,44.98,28.0
baseline,2,8,1,Qom-Riyadh,energie,37.53,25.6
baseline,2,8,1,Qom-Riyadh,luxus,80.36,29.198999999999998
baseline,2,8,1,Qom-Riyadh,biotech,77.74,28.0
baseline,2,8,1,Qom-Riyadh,core_daten,109.64,32.796
baseline,2,8,1,Qom-Riyadh,relikte,141.98,28.0
baseline,2,8,1,Bressia,nahrung,20.64,22.66
baseline,2,8,1,Bressia,rohstoffe,29.27,27.631872
baseline,2,8,1,Bressia,industrieteile,43.74,23.29
baseline,2,8,1,Bressia,energie,34.35,26.151444
baseline,2,8,1,Bressia,luxus,80.7,25.0
baseline,2,8,1,Bressia,biotech,87.86,25.0
baseline,2,8,1,Bressia,core_daten,120.87,25.0
baseline,2,8,1,Bressia,relikte,154.22,25.0
baseline,2,8,1,Hebron,nahrung,22.43,23.8
baseline,2,8,1,Hebron,rohstoffe,26.69,26.0
baseline,2,8,1,Hebron,industrieteile,41.42,26.0
baseline,2,8,1,Hebron,energie,37.66,24.2
baseline,2,8,1,Hebron,luxus,73.09,27.378
baseline,2,8,1,Hebron,biotech,79.21,24.4
baseline,2,8,1,Hebron,core_daten,106.84,26.0
baseline,2,8,1,Hebron,relikte,154.16,26.0
baseline,2,8,1,Hyperion,nahrung,22.23,22.56
baseline,2,8,1,Hyperion,rohstoffe,27.84,25.4336
baseline,2,8,1,Hyperion,industrieteile,39.58,24.0
baseline,2,8,1,Hyperion,energie,39.82,22.32
baseline,2,8,1,Hyperion,luxus,82.78,22.432
baseline,2,8,1,Hyperion,biotech,85.34,24.0
baseline,2,8,1,Hyperion,core_daten,113.25,24.0
baseline,2,8,1,Hyperion,relikte,134.19,24.7168
baseline,2,8,2,Lusus,nahrung,22.73,19.200000000000003
baseline,2,8,2,Lusus,rohstoffe,28.89,32.0
baseline,2,8,2,Lusus,industrieteile,44.44,32.0
baseline,2,8,2,Lusus,energie,40.98,25.6
baseline,2,8,2,Lusus,luxus,76.25,38.647999999999996
baseline,2,8,2,Lusus,biotech,84.96,32.0
baseline,2,8,2,Lusus,core_daten,109.09,36.432
baseline,2,8,2,Lusus,relikte,154.01,32.0
baseline,2,8,2,Tau Ceti,nahrung,21.14,43.224000000000004
baseline,2,8,2,Tau Ceti,rohstoffe,27.52,30.0
baseline,2,8,2,Tau Ceti,industrieteile,42.82,24.4
baseline,2,8,2,Tau Ceti,energie,37.26,24.4
baseline,2,8,2,Tau Ceti,luxus,78.78,30.0
baseline,2,8,2,Tau Ceti,biotech,81.08,33.306
baseline,2,8,2,Tau Ceti,core_daten,108.8,30.0
baseline,2,8,2,Tau Ceti,relikte,150.78,30.0
baseline,2,8,2,Maui-Covenant,nahrung,20.88,30.480000000000004
baseline,2,8,2,Maui-Covenant,rohstoffe,27.37,26.0
baseline,2,8,2,Maui-Covenant,industrieteile,42.74,26.0
baseline,2,8,2,Maui-Covenant,energie,36.18,23.0
baseline,2,8,2,Maui-Covenant,luxus,76.19,24.0
baseline,2,8,2,Maui-Covenant,biotech,77.25,30.927999999999997
baseline,2,8,2,Maui-Covenant,core_daten,108.06,26.0
baseline,2,8,2,Maui-Covenant,relikte,146.71,26.0
baseline,2,8,2,Marsim,nahrung,21.14,23.799999999999997
baseline,2,8,2,Marsim,rohstoffe,28.91,19.0
baseline,2,8,2,Marsim,industrieteile,44.81,41.81
baseline,2,8,2,Marsim,energie,35.13,37.486000000000004
baseline,2,8,2,Marsim,luxus,75.59,31.0
baseline,2,8,2,Marsim,biotech,79.13,31.0
baseline,2,8,2,Marsim,core_daten,106.76,31.0
baseline,2,8,2,Marsim,relikte,144.17,31.0
baseline,2,8,2,Qom-Riyadh,nahrung,21.64,23.200000000000003
baseline,2,8,2,Qom-Riyadh,rohstoffe,27.67,28.0
baseline,2,8,2,Qom-Riyadh,industrieteile,43.09,28.0
baseline,2,8,2,Qom-Riyadh,energie,36.58,23.200000000000003
baseline,2,8,2,Qom-Riyadh,luxus,77.29,30.397999999999996
baseline,2,8,2,Qom-Riyadh,biotech,86.73,28.0
baseline,2,8,2,Qom-Riyadh,core_daten,106.14,37.592
baseline,2,8,2,Qom-Riyadh,relikte,150.63,28.0
baseline,2,8,2,Bressia,nahrung,22.61,20.32
baseline,2,8,2,Bressia,rohstoffe,26.18,30.263744000000003
baseline,2,8,2,Bressia,industrieteile,40.81,21.58
baseline,2,8,2,Bressia,energie,39.7,27.302888000000003
baseline,2,8,2,Bressia,luxus,86.42,25.0
baseline,2,8,2,Bressia,biotech,75.16,25.0
baseline,2,8,2,Bressia,core_daten,107.04,25.0
baseline,2,8,2,Bressia,relikte,132.66,25.0
baseline,2,8,2,Hebron,nahrung,22.37,21.6
baseline,2,8,2,Hebron,rohstoffe,26.97,26.0
baseline,2,8,2,Hebron,industrieteile,44.76,26.0
baseline,2,8,2,Hebron,energie,41.67,22.4
baseline,2,8,2,Hebron,luxus,72.21,28.756
baseline,2,8,2,Hebron,biotech,90.76,22.799999999999997
baseline,2,8,2,Hebron,core_daten,121.84,26.0
baseline,2,8,2,Hebron,relikte,148.52,26.0
baseline,2,8,2,Hyperion,nahrung,20.82,21.119999999999997
baseline,2,8,2,Hyperion,rohstoffe,26.6,26.867199999999997
baseline,2,8,2,Hyperion,industrieteile,46.03,24.0
baseline,2,8,2,Hyperion,energie,35.69,20.64
baseline,2,8,2,Hyperion,luxus,84.22,20.863999999999997
baseline,2,8,2,Hyperion,biotech,75.06,24.0
baseline,2,8,2,Hyperion,core_daten,113.68,24.0
baseline,2,8,2,Hyperion,relikte,133.86,25.4336
baseline,2,8,3,Lusus,nahrung,23.29,12.800000000000002
baseline,2,8,3,Lusus,rohstoffe,29.68,32.0
baseline,2,8,3,Lusus,industrieteile,43.02,32.0
baseline,2,8,3,Lusus,energie,39.15,22.400000000000002
baseline,2,8,3,Lusus,luxus,82.25,41.971999999999994
